Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,13,1084,13.0,8.0,3.0,8.12,4.31,2.97,9.17,3.67,0.67,0.36,0.25,0.92,0.61,0.76,0.30
Son Heung-Min,TOT,14,1193,11.0,11.0,4.0,4.94,4.94,3.06,7.75,2.61,0.37,0.37,0.23,0.60,0.60,0.58,0.20
Jamie Vardy,LEI,13,1099,11.0,5.0,4.0,11.42,6.09,1.44,7.07,0.67,0.94,0.50,0.12,1.05,0.62,0.58,0.05
Dominic Calvert-Lewin,EVE,14,1243,11.0,11.0,0.0,10.14,10.14,0.51,10.56,2.61,0.73,0.73,0.04,0.77,0.77,0.76,0.19
Harry Kane,TOT,14,1257,9.0,7.0,10.0,8.44,6.92,4.34,9.27,1.53,0.60,0.50,0.31,0.92,0.81,0.66,0.11
Patrick Bamford,LEE,14,1196,9.0,9.0,1.0,8.65,8.65,0.49,10.38,1.71,0.65,0.65,0.04,0.69,0.69,0.78,0.13
Bruno Fernandes,MUN,13,1042,9.0,5.0,5.0,6.15,2.35,4.94,8.31,2.65,0.53,0.20,0.43,0.96,0.63,0.72,0.23
Callum Wilson,NEW,12,1063,8.0,4.0,3.0,8.28,5.23,1.83,7.37,0.33,0.70,0.44,0.15,0.86,0.60,0.62,0.03
Wilfried Zaha,CRY,12,1073,7.0,5.0,2.0,5.46,3.94,2.24,7.34,1.65,0.46,0.33,0.19,0.65,0.52,0.62,0.14
Danny Ings,SOU,11,889,6.0,4.0,3.0,4.42,2.90,0.85,4.21,0.76,0.45,0.29,0.09,0.53,0.38,0.43,0.08
Ollie Watkins,AVL,12,1080,6.0,5.0,1.0,6.66,5.14,1.31,8.21,2.90,0.56,0.43,0.11,0.66,0.54,0.68,0.24
Roberto Firmino,LIV,14,1152,5.0,5.0,3.0,5.56,5.56,1.74,10.26,4.21,0.43,0.43,0.14,0.57,0.57,0.80,0.33
Marcus Rashford,MUN,13,1096,5.0,5.0,4.0,4.77,4.77,1.38,7.22,2.06,0.39,0.39,0.11,0.50,0.50,0.59,0.17
Jack Grealish,AVL,12,1080,5.0,5.0,6.0,3.73,3.73,5.03,10.01,3.70,0.31,0.31,0.42,0.73,0.73,0.83,0.31
Tammy Abraham,CHE,13,683,5.0,5.0,1.0,4.35,4.35,0.72,6.11,2.04,0.57,0.57,0.10,0.67,0.67,0.80,0.27
Sadio Mané,LIV,13,1064,5.0,5.0,2.0,5.74,5.74,1.98,9.58,2.79,0.49,0.49,0.17,0.65,0.65,0.81,0.24
Diogo Jota,LIV,9,496,5.0,5.0,0.0,2.63,2.63,1.44,5.12,1.65,0.48,0.48,0.26,0.74,0.74,0.93,0.30
Timo Werner,CHE,14,1213,4.0,4.0,4.0,6.58,6.58,2.79,9.47,2.50,0.49,0.49,0.21,0.70,0.70,0.70,0.19
Raheem Sterling,MCI,12,1000,4.0,4.0,2.0,3.85,3.85,2.41,9.14,4.99,0.35,0.35,0.22,0.56,0.56,0.82,0.45
