Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Dominic Calvert-Lewin,EVE,12,1063,11.0,11.0,0.0,8.88,8.88,0.51,10.18,2.61,0.75,0.75,0.04,0.79,0.79,0.86,0.22
Son Heung-Min,TOT,12,1015,10.0,10.0,4.0,4.00,4.00,2.10,6.99,2.58,0.35,0.35,0.19,0.54,0.54,0.62,0.23
Jamie Vardy,LEI,11,919,10.0,5.0,4.0,9.73,5.16,1.26,6.01,0.62,0.95,0.51,0.12,1.08,0.63,0.59,0.06
Mohamed Salah,LIV,11,963,10.0,5.0,2.0,7.44,3.64,2.63,7.84,2.98,0.70,0.34,0.25,0.94,0.59,0.73,0.28
Harry Kane,TOT,12,1077,9.0,7.0,10.0,7.66,6.14,4.34,8.82,1.15,0.64,0.51,0.36,1.00,0.88,0.74,0.10
Patrick Bamford,LEE,12,1021,8.0,8.0,1.0,7.41,7.41,0.44,8.47,1.07,0.65,0.65,0.04,0.69,0.69,0.75,0.09
Callum Wilson,NEW,10,883,7.0,4.0,2.0,6.78,4.50,1.12,5.93,0.33,0.69,0.46,0.11,0.81,0.57,0.60,0.03
Wilfried Zaha,CRY,10,893,7.0,5.0,2.0,5.31,3.79,2.18,6.48,1.01,0.54,0.38,0.22,0.76,0.60,0.65,0.10
Bruno Fernandes,MUN,11,887,7.0,4.0,4.0,5.09,2.04,4.54,7.3,2.20,0.52,0.21,0.46,0.98,0.67,0.74,0.22
Danny Ings,SOU,9,759,6.0,4.0,3.0,4.26,2.74,0.85,3.85,0.55,0.51,0.33,0.10,0.61,0.43,0.46,0.07
Ollie Watkins,AVL,10,900,6.0,5.0,1.0,6.20,4.68,1.29,6.68,1.85,0.62,0.47,0.13,0.75,0.60,0.67,0.18
Jack Grealish,AVL,10,900,5.0,5.0,5.0,3.34,3.34,3.97,7.66,2.65,0.33,0.33,0.40,0.73,0.73,0.77,0.27
Diogo Jota,LIV,9,496,5.0,5.0,0.0,2.63,2.63,1.44,5.12,1.65,0.48,0.48,0.26,0.74,0.74,0.93,0.30
Timo Werner,CHE,12,1033,4.0,4.0,3.0,5.60,5.60,2.18,7.91,2.37,0.49,0.49,0.19,0.68,0.68,0.69,0.21
Riyad Mahrez,MCI,9,754,4.0,4.0,1.0,2.60,2.60,2.85,7.32,3.05,0.31,0.31,0.34,0.65,0.65,0.87,0.36
Sadio Mané,LIV,11,915,4.0,4.0,1.0,5.15,5.15,1.40,7.61,1.89,0.51,0.51,0.14,0.64,0.64,0.75,0.19
James Ward-Prowse,SOU,12,1080,4.0,4.0,3.0,0.78,0.78,1.49,3.37,2.79,0.06,0.06,0.12,0.19,0.19,0.28,0.23
Kurt Zouma,CHE,11,990,4.0,4.0,0.0,1.27,1.27,0.06,1.96,1.96,0.12,0.12,0.01,0.12,0.12,0.18,0.18
Jarrod Bowen,WHU,12,1007,4.0,4.0,2.0,3.55,3.55,1.60,6.32,2.17,0.32,0.32,0.14,0.46,0.46,0.57,0.19
Neal Maupay,BHA,11,851,4.0,2.0,1.0,6.40,4.12,0.93,6.48,1.97,0.68,0.44,0.10,0.78,0.53,0.69,0.21
Raúl Jiménez,WOL,10,824,4.0,4.0,0.0,2.36,2.36,0.63,3.68,1.23,0.26,0.26,0.07,0.33,0.33,0.40,0.13
Bobby Reid,FUL,11,705,4.0,4.0,0.0,2.34,2.34,0.06,3.07,0.96,0.30,0.30,0.01,0.31,0.31,0.39,0.12
Che Adams,SOU,12,1047,4.0,4.0,3.0,4.24,4.24,2.95,5.84,0.90,0.36,0.36,0.25,0.62,0.62,0.50,0.08
Jannik Vestergaard,SOU,11,942,3.0,3.0,0.0,0.63,0.63,0.61,2.18,2.18,0.06,0.06,0.06,0.12,0.12,0.21,0.21
Michail Antonio,WHU,7,537,3.0,3.0,0.0,2.96,2.96,0.34,3.67,0.63,0.50,0.50,0.06,0.55,0.55,0.62,0.11
Marcus Rashford,MUN,11,933,3.0,3.0,4.0,3.87,3.87,1.28,6.22,1.87,0.37,0.37,0.12,0.50,0.50,0.60,0.18
Raheem Sterling,MCI,10,820,3.0,3.0,1.0,2.89,2.89,1.73,7.07,3.76,0.32,0.32,0.19,0.51,0.51,0.78,0.41
Tammy Abraham,CHE,11,574,3.0,3.0,1.0,3.44,3.44,0.72,4.03,0.87,0.54,0.54,0.11,0.65,0.65,0.63,0.14
Jorginho,CHE,7,459,3.0,0.0,1.0,3.12,0.07,0.15,1.37,1.37,0.61,0.01,0.03,0.64,0.04,0.27,0.27
James Rodríguez,EVE,10,861,3.0,3.0,3.0,2.21,2.21,3.85,8.15,4.88,0.23,0.23,0.40,0.63,0.63,0.85,0.51
Alexandre Lacazette,ARS,10,647,3.0,3.0,0.0,3.36,3.36,0.53,4.16,0.53,0.47,0.47,0.07,0.54,0.54,0.58,0.07
Edinson Cavani,MUN,6,165,3.0,3.0,1.0,1.49,1.49,0.29,1.69,0.85,0.81,0.81,0.16,0.97,0.97,0.92,0.46
Mateusz Klich,LEE,12,1061,3.0,1.0,3.0,2.07,0.55,1.82,7.26,5.39,0.18,0.05,0.15,0.33,0.20,0.62,0.46
Youri Tielemans,LEI,12,1080,3.0,1.0,0.0,2.52,1.00,0.15,3.69,2.92,0.21,0.08,0.01,0.22,0.10,0.31,0.24
Pedro Neto,WOL,12,941,3.0,3.0,2.0,1.78,1.78,2.37,5.37,2.05,0.17,0.17,0.23,0.40,0.40,0.51,0.20
Harvey Barnes,LEI,11,745,3.0,3.0,1.0,2.99,2.99,0.24,2.71,0.16,0.36,0.36,0.03,0.39,0.39,0.33,0.02
James Maddison,LEI,11,616,3.0,3.0,1.0,0.99,0.99,1.05,2.51,1.40,0.15,0.15,0.15,0.30,0.30,0.37,0.20
Tomas Soucek,WHU,12,1080,3.0,3.0,0.0,3.44,3.44,0.39,4.25,1.75,0.29,0.29,0.03,0.32,0.32,0.35,0.15
Pascal Groß,BHA,11,601,2.0,0.0,2.0,1.96,0.43,1.41,2.54,1.36,0.29,0.07,0.21,0.50,0.28,0.38,0.20
