Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,26,2169,17.0,11.0,3.0,13.94,9.38,3.95,17.71,7.03,0.58,0.39,0.16,0.74,0.55,0.73,0.29
Bruno Fernandes,MUN,27,2299,15.0,8.0,10.0,11.88,5.79,9.19,18.58,7.56,0.47,0.23,0.36,0.82,0.59,0.73,0.30
Harry Kane,TOT,24,2115,14.0,11.0,11.0,13.57,11.28,5.80,16.2,3.44,0.58,0.48,0.25,0.82,0.73,0.69,0.15
Son Heung-Min,TOT,26,2269,13.0,13.0,8.0,8.48,8.48,7.16,15.89,4.76,0.34,0.34,0.28,0.62,0.62,0.63,0.19
Patrick Bamford,LEE,26,2251,13.0,12.0,5.0,13.11,12.35,2.62,17.5,3.46,0.52,0.49,0.10,0.63,0.60,0.70,0.14
Dominic Calvert-Lewin,EVE,23,1978,13.0,13.0,0.0,13.65,13.65,0.85,14.08,3.64,0.62,0.62,0.04,0.66,0.66,0.64,0.17
Jamie Vardy,LEI,23,1870,12.0,6.0,5.0,14.54,9.21,2.15,11.08,0.98,0.70,0.44,0.10,0.80,0.55,0.53,0.05
Ilkay Gündogan,MCI,21,1570,11.0,10.0,1.0,7.73,6.21,2.89,14.44,7.41,0.44,0.36,0.17,0.61,0.52,0.83,0.42
Callum Wilson,NEW,21,1818,10.0,6.0,5.0,11.65,8.60,2.44,11.3,0.65,0.58,0.43,0.12,0.70,0.55,0.56,0.03
Ollie Watkins,AVL,25,2250,10.0,9.0,3.0,12.56,11.04,3.92,16.24,4.33,0.50,0.44,0.16,0.66,0.60,0.65,0.17
Wilfried Zaha,CRY,19,1673,9.0,7.0,2.0,7.23,5.71,2.52,9.73,2.20,0.39,0.31,0.14,0.52,0.44,0.52,0.12
Marcus Rashford,MUN,27,2226,9.0,9.0,6.0,7.66,7.66,2.42,14.93,6.91,0.31,0.31,0.10,0.41,0.41,0.60,0.28
Raheem Sterling,MCI,24,1973,9.0,9.0,5.0,9.99,9.23,5.04,20.53,10.27,0.46,0.42,0.23,0.69,0.65,0.94,0.47
Alexandre Lacazette,ARS,22,1432,9.0,7.0,2.0,8.92,7.39,1.52,11.01,2.42,0.56,0.46,0.10,0.66,0.56,0.69,0.15
