Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Harry Kane,TOT,32,2827,21.0,17.0,13.0,19.70,16.66,7.35,23.32,4.32,0.63,0.53,0.23,0.86,0.76,0.74,0.14
Mohamed Salah,LIV,34,2815,21.0,15.0,4.0,18.34,13.78,5.72,25.87,9.34,0.59,0.44,0.18,0.77,0.62,0.83,0.30
Bruno Fernandes,MUN,36,3027,18.0,9.0,11.0,15.76,8.14,11.46,26.18,11.33,0.47,0.24,0.34,0.81,0.58,0.78,0.34
Son Heung-Min,TOT,34,2869,17.0,16.0,10.0,10.85,10.09,9.14,19.97,6.27,0.34,0.32,0.29,0.63,0.60,0.63,0.20
Dominic Calvert-Lewin,EVE,30,2608,16.0,16.0,0.0,17.17,17.17,1.98,18.5,4.04,0.59,0.59,0.07,0.66,0.66,0.64,0.14
Patrick Bamford,LEE,35,2892,15.0,14.0,7.0,16.57,15.81,3.64,21.95,3.86,0.52,0.49,0.11,0.63,0.61,0.68,0.12
Jamie Vardy,LEI,32,2668,13.0,7.0,9.0,18.19,12.86,5.09,18.1,2.39,0.61,0.43,0.17,0.79,0.61,0.61,0.08
Alexandre Lacazette,ARS,30,1928,13.0,10.0,2.0,12.03,9.75,2.21,14.36,2.94,0.56,0.45,0.10,0.66,0.56,0.67,0.14
Ollie Watkins,AVL,34,3060,13.0,12.0,4.0,15.35,13.83,4.62,20.08,5.01,0.45,0.41,0.14,0.59,0.54,0.59,0.15
Ilkay Gündogan,MCI,26,1882,12.0,11.0,1.0,8.83,7.31,3.61,18.23,9.81,0.42,0.35,0.17,0.60,0.52,0.87,0.47
Callum Wilson,NEW,26,2079,12.0,8.0,5.0,13.59,10.55,3.05,14.21,1.05,0.59,0.46,0.13,0.72,0.59,0.61,0.05
Danny Ings,SOU,26,2013,12.0,10.0,4.0,7.95,6.43,2.25,9.7,1.98,0.36,0.29,0.10,0.46,0.39,0.43,0.09
Chris Wood,BUR,30,2518,12.0,10.0,3.0,12.45,10.93,1.96,13.04,2.13,0.45,0.39,0.07,0.52,0.46,0.47,0.08
Marcus Rashford,MUN,36,2914,11.0,11.0,9.0,9.58,9.58,4.19,20.44,8.93,0.30,0.30,0.13,0.43,0.43,0.63,0.28
Kelechi Iheanacho,LEI,23,1334,11.0,11.0,2.0,8.64,7.88,3.50,13.4,3.29,0.58,0.53,0.24,0.82,0.77,0.90,0.22
Pierre-Emerick Aubameyang,ARS,27,2164,10.0,8.0,3.0,9.66,8.13,2.35,14.24,3.96,0.40,0.34,0.10,0.50,0.44,0.59,0.16
Wilfried Zaha,CRY,27,2345,10.0,8.0,2.0,8.36,6.83,3.37,12.62,3.17,0.32,0.26,0.13,0.45,0.39,0.48,0.12
Raheem Sterling,MCI,29,2359,10.0,10.0,6.0,11.76,11.00,5.77,23.5,10.94,0.45,0.42,0.22,0.67,0.64,0.90,0.42
Matheus Pereira,WBA,31,2414,10.0,6.0,5.0,6.63,3.59,6.05,10.04,3.37,0.25,0.13,0.23,0.47,0.36,0.37,0.13
Michail Antonio,WHU,23,1743,9.0,9.0,5.0,13.02,13.02,3.01,17.6,2.35,0.67,0.67,0.16,0.83,0.83,0.91,0.12
Jesse Lingard,WHU,13,1164,9.0,8.0,3.0,5.02,3.50,1.78,7.53,3.87,0.39,0.27,0.14,0.53,0.41,0.58,0.30
Riyad Mahrez,MCI,25,1804,9.0,9.0,4.0,6.03,6.03,5.40,18.03,8.47,0.30,0.30,0.27,0.57,0.57,0.90,0.42
Sadio Mané,LIV,32,2535,9.0,9.0,5.0,12.69,12.69,7.17,22.3,5.25,0.45,0.45,0.25,0.71,0.71,0.79,0.19
Gareth Bale,TOT,17,785,9.0,9.0,2.0,4.10,4.10,1.41,6.05,2.44,0.47,0.47,0.16,0.63,0.63,0.69,0.28
Edinson Cavani,MUN,25,1267,9.0,9.0,3.0,8.59,8.59,2.04,11.94,2.70,0.61,0.61,0.15,0.76,0.76,0.85,0.19
Harvey Barnes,LEI,25,1954,9.0,9.0,4.0,6.70,6.70,1.77,8.89,1.59,0.31,0.31,0.08,0.39,0.39,0.41,0.07
Diogo Jota,LIV,18,1113,9.0,9.0,0.0,7.06,7.06,1.76,10.97,4.08,0.57,0.57,0.14,0.71,0.71,0.89,0.33
Tomas Soucek,WHU,35,3150,9.0,9.0,1.0,7.79,7.79,2.19,14.48,7.47,0.22,0.22,0.06,0.29,0.29,0.41,0.21
