Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Dominic Calvert-Lewin,EVE,11,973,11.0,11.0,0.0,8.82,8.82,0.51,10.12,2.61,0.82,0.82,0.05,0.86,0.86,0.94,0.24
Son Heung-Min,TOT,11,925,10.0,10.0,3.0,3.88,3.88,2.05,6.86,2.58,0.38,0.38,0.20,0.58,0.58,0.67,0.25
Jamie Vardy,LEI,10,829,9.0,4.0,2.0,8.73,4.17,1.13,4.88,0.53,0.95,0.45,0.12,1.07,0.57,0.53,0.06
Mohamed Salah,LIV,10,876,9.0,5.0,2.0,6.56,3.52,2.63,7.73,2.98,0.67,0.36,0.27,0.94,0.63,0.79,0.31
Harry Kane,TOT,11,987,8.0,6.0,10.0,7.15,5.63,4.30,8.39,1.15,0.65,0.51,0.39,1.04,0.91,0.76,0.10
Patrick Bamford,LEE,11,946,8.0,8.0,1.0,7.16,7.16,0.44,8.33,1.07,0.68,0.68,0.04,0.72,0.72,0.79,0.10
Callum Wilson,NEW,9,793,7.0,4.0,2.0,6.78,4.50,1.04,5.85,0.33,0.77,0.51,0.12,0.89,0.63,0.66,0.04
Wilfried Zaha,CRY,9,803,7.0,5.0,2.0,5.13,3.61,2.18,6.3,1.01,0.58,0.40,0.24,0.82,0.65,0.71,0.11
Bruno Fernandes,MUN,10,797,7.0,4.0,4.0,4.90,1.85,4.44,6.94,1.97,0.55,0.21,0.50,1.05,0.71,0.78,0.22
Danny Ings,SOU,8,669,6.0,4.0,2.0,3.27,1.75,0.75,2.76,0.55,0.44,0.23,0.10,0.54,0.34,0.37,0.07
Ollie Watkins,AVL,9,810,6.0,5.0,1.0,6.11,4.59,1.29,6.57,1.83,0.68,0.51,0.14,0.82,0.65,0.73,0.20
Jack Grealish,AVL,9,810,5.0,5.0,5.0,3.14,3.14,3.88,7.38,2.58,0.35,0.35,0.43,0.78,0.78,0.82,0.29
Diogo Jota,LIV,9,496,5.0,5.0,0.0,2.63,2.63,1.44,5.12,1.65,0.48,0.48,0.26,0.74,0.74,0.93,0.30
Timo Werner,CHE,11,943,4.0,4.0,3.0,5.50,5.50,2.10,7.63,2.28,0.52,0.52,0.20,0.73,0.73,0.73,0.22
Riyad Mahrez,MCI,8,687,4.0,4.0,1.0,2.25,2.25,2.53,6.66,3.05,0.30,0.30,0.33,0.63,0.63,0.87,0.40
Sadio Mané,LIV,10,825,4.0,4.0,1.0,4.92,4.92,1.40,7.38,1.89,0.54,0.54,0.15,0.69,0.69,0.81,0.21
James Ward-Prowse,SOU,11,990,4.0,4.0,3.0,0.71,0.71,1.26,2.52,2.04,0.06,0.06,0.11,0.18,0.18,0.23,0.19
Kurt Zouma,CHE,10,900,4.0,4.0,0.0,0.74,0.74,0.02,1.93,1.93,0.07,0.07,0.00,0.08,0.08,0.19,0.19
Jarrod Bowen,WHU,11,921,4.0,4.0,1.0,3.40,3.40,1.32,5.96,2.17,0.33,0.33,0.13,0.46,0.46,0.58,0.21
Neal Maupay,BHA,10,761,4.0,2.0,1.0,6.27,3.98,0.93,6.27,1.81,0.74,0.47,0.11,0.85,0.58,0.74,0.21
Raúl Jiménez,WOL,10,824,4.0,4.0,0.0,2.36,2.36,0.63,3.68,1.23,0.26,0.26,0.07,0.33,0.33,0.40,0.13
Jannik Vestergaard,SOU,10,852,3.0,3.0,0.0,0.52,0.52,0.61,1.79,1.79,0.06,0.06,0.06,0.12,0.12,0.19,0.19
Michail Antonio,WHU,7,537,3.0,3.0,0.0,2.96,2.96,0.34,3.67,0.63,0.50,0.50,0.06,0.55,0.55,0.62,0.11
Marcus Rashford,MUN,10,843,3.0,3.0,4.0,3.82,3.82,1.17,6.04,1.84,0.41,0.41,0.12,0.53,0.53,0.64,0.20
Raheem Sterling,MCI,9,730,3.0,3.0,1.0,2.83,2.83,1.73,6.64,3.33,0.35,0.35,0.21,0.56,0.56,0.82,0.41
Tammy Abraham,CHE,10,555,3.0,3.0,1.0,3.44,3.44,0.72,4.03,0.87,0.56,0.56,0.12,0.68,0.68,0.65,0.14
Jorginho,CHE,7,459,3.0,0.0,1.0,3.12,0.07,0.15,1.37,1.37,0.61,0.01,0.03,0.64,0.04,0.27,0.27
James Rodríguez,EVE,10,861,3.0,3.0,3.0,2.21,2.21,3.85,8.15,4.88,0.23,0.23,0.40,0.63,0.63,0.85,0.51
Alexandre Lacazette,ARS,9,586,3.0,3.0,0.0,2.94,2.94,0.41,3.4,0.33,0.45,0.45,0.06,0.51,0.51,0.52,0.05
Edinson Cavani,MUN,6,165,3.0,3.0,1.0,1.49,1.49,0.29,1.69,0.85,0.81,0.81,0.16,0.97,0.97,0.92,0.46
Youri Tielemans,LEI,11,990,3.0,1.0,0.0,2.51,0.99,0.15,3.4,2.64,0.23,0.09,0.01,0.24,0.10,0.31,0.24
Pedro Neto,WOL,11,851,3.0,3.0,2.0,1.71,1.71,1.95,4.88,2.00,0.18,0.18,0.21,0.39,0.39,0.52,0.21
Harvey Barnes,LEI,10,720,3.0,3.0,1.0,2.99,2.99,0.18,2.71,0.16,0.37,0.37,0.02,0.40,0.40,0.34,0.02
Bobby Reid,FUL,10,615,3.0,3.0,0.0,2.09,2.09,0.06,3.05,0.94,0.31,0.31,0.01,0.32,0.32,0.45,0.14
Che Adams,SOU,11,961,3.0,3.0,3.0,3.57,3.57,2.10,4.92,0.85,0.33,0.33,0.20,0.53,0.53,0.46,0.08
Pascal Groß,BHA,10,511,2.0,0.0,2.0,1.96,0.43,1.35,2.38,1.19,0.34,0.08,0.24,0.58,0.31,0.42,0.21
Pierre-Emerick Aubameyang,ARS,11,987,2.0,1.0,1.0,2.04,1.28,1.33,3.35,0.85,0.19,0.12,0.12,0.31,0.24,0.31,0.08
