Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Son Heung-Min,TOT,6,477,8.0,8.0,2.0,3.06,3.06,1.73,5.23,1.96,0.58,0.58,0.33,0.90,0.90,0.99,0.37
Dominic Calvert-Lewin,EVE,6,523,7.0,7.0,0.0,5.04,5.04,0.11,4.7,1.16,0.87,0.87,0.02,0.89,0.89,0.81,0.20
Jamie Vardy,LEI,5,383,6.0,2.0,0.0,4.54,1.50,0.16,1.88,0.22,1.07,0.35,0.04,1.11,0.39,0.44,0.05
Patrick Bamford,LEE,6,496,6.0,6.0,1.0,2.58,2.58,0.35,3.63,1.04,0.47,0.47,0.06,0.53,0.53,0.66,0.19
Mohamed Salah,LIV,6,540,6.0,4.0,0.0,4.24,2.71,1.92,6.26,2.37,0.71,0.45,0.32,1.03,0.77,1.04,0.39
Wilfried Zaha,CRY,6,540,5.0,3.0,1.0,4.06,2.54,1.67,4.52,0.66,0.68,0.42,0.28,0.95,0.70,0.75,0.11
Harry Kane,TOT,6,537,5.0,4.0,8.0,4.79,4.03,3.60,6.56,0.72,0.80,0.68,0.60,1.41,1.28,1.10,0.12
Callum Wilson,NEW,6,536,4.0,2.0,1.0,4.47,2.95,0.41,3.62,0.29,0.75,0.49,0.07,0.82,0.56,0.61,0.05
Sadio Mané,LIV,5,441,4.0,4.0,1.0,3.93,3.93,1.10,5.33,0.82,0.80,0.80,0.22,1.03,1.03,1.09,0.17
Danny Ings,SOU,6,540,4.0,3.0,2.0,2.34,1.58,0.35,2.2,0.44,0.39,0.26,0.06,0.45,0.32,0.37,0.07
Neal Maupay,BHA,6,540,4.0,2.0,1.0,4.35,2.83,0.56,3.83,0.89,0.73,0.47,0.09,0.82,0.57,0.64,0.15
Raúl Jiménez,WOL,6,540,4.0,4.0,0.0,2.05,2.05,0.41,2.18,0.26,0.34,0.34,0.07,0.41,0.41,0.36,0.04
Michail Antonio,WHU,6,490,3.0,3.0,0.0,2.96,2.96,0.34,3.65,0.60,0.54,0.54,0.06,0.61,0.61,0.67,0.11
Jack Grealish,AVL,5,450,3.0,3.0,3.0,1.88,1.88,2.40,4.72,1.54,0.38,0.38,0.48,0.86,0.86,0.94,0.31
Bruno Fernandes,MUN,5,409,3.0,1.0,2.0,2.71,0.42,1.34,1.92,0.47,0.60,0.09,0.30,0.89,0.39,0.42,0.10
Jorginho,CHE,5,439,3.0,0.0,1.0,3.12,0.07,0.15,1.33,1.33,0.64,0.02,0.03,0.67,0.05,0.27,0.27
Jarrod Bowen,WHU,6,512,3.0,3.0,0.0,2.29,2.29,0.24,3.27,0.96,0.40,0.40,0.04,0.45,0.45,0.57,0.17
James Rodríguez,EVE,6,521,3.0,3.0,3.0,1.85,1.85,2.76,4.76,2.31,0.32,0.32,0.48,0.80,0.80,0.82,0.40
Alexandre Lacazette,ARS,5,351,3.0,3.0,0.0,2.46,2.46,0.24,2.84,0.27,0.63,0.63,0.06,0.69,0.69,0.73,0.07
Ollie Watkins,AVL,5,450,3.0,3.0,1.0,2.92,2.92,0.47,4.0,1.66,0.58,0.58,0.09,0.68,0.68,0.80,0.33
Timo Werner,CHE,6,522,2.0,2.0,1.0,2.25,2.25,0.53,3.16,0.91,0.39,0.39,0.09,0.48,0.48,0.54,0.16
Marcus Rashford,MUN,5,450,2.0,2.0,2.0,1.41,1.41,0.39,1.96,0.53,0.28,0.28,0.08,0.36,0.36,0.39,0.11
Ross Barkley,AVL,5,305,2.0,2.0,0.0,1.11,1.11,0.62,2.2,0.58,0.33,0.33,0.18,0.51,0.51,0.65,0.17
Raheem Sterling,MCI,5,444,2.0,2.0,1.0,1.47,1.47,0.87,3.43,1.39,0.30,0.30,0.18,0.47,0.47,0.70,0.28
Aleksandar Mitrovic,FUL,6,476,2.0,1.0,0.0,3.06,1.54,0.79,2.12,0.11,0.58,0.29,0.15,0.73,0.44,0.40,0.02
Kurt Zouma,CHE,5,450,2.0,2.0,0.0,0.20,0.20,0.02,0.55,0.55,0.04,0.04,0.00,0.04,0.04,0.11,0.11
Michael Keane,EVE,6,540,2.0,2.0,0.0,1.14,1.14,0.14,2.35,2.21,0.19,0.19,0.02,0.21,0.21,0.39,0.37
Hélder Costa,LEE,6,494,2.0,2.0,2.0,0.41,0.41,0.42,1.5,0.94,0.07,0.07,0.08,0.15,0.15,0.27,0.17
Mateusz Klich,LEE,6,521,2.0,1.0,2.0,0.90,0.14,0.54,2.84,2.37,0.16,0.02,0.09,0.25,0.12,0.49,0.41
Callum Robinson,WBA,6,321,2.0,2.0,0.0,0.18,0.18,0.15,0.49,0.16,0.05,0.05,0.04,0.09,0.09,0.14,0.05
Phil Foden,MCI,5,377,2.0,2.0,0.0,1.56,1.56,0.20,2.0,0.30,0.37,0.37,0.05,0.42,0.42,0.48,0.07
Diogo Jota,LIV,4,194,2.0,2.0,0.0,1.00,1.00,0.22,2.05,0.83,0.46,0.46,0.10,0.57,0.57,0.95,0.39
Che Adams,SOU,6,511,2.0,2.0,2.0,3.11,3.11,0.98,3.12,0.54,0.55,0.55,0.17,0.72,0.72,0.55,0.09
Allan Saint-Maximin,NEW,5,355,1.0,1.0,1.0,0.14,0.14,1.25,2.13,0.78,0.04,0.04,0.32,0.35,0.35,0.54,0.20
Jannik Vestergaard,SOU,5,402,1.0,1.0,0.0,0.08,0.08,0.51,1.11,1.11,0.02,0.02,0.11,0.13,0.13,0.25,0.25
Pierre-Emerick Aubameyang,ARS,6,540,1.0,1.0,1.0,0.53,0.53,1.08,2.38,0.85,0.09,0.09,0.18,0.27,0.27,0.40,0.14
Kevin De Bruyne,MCI,4,291,1.0,0.0,1.0,1.47,0.71,1.42,2.44,1.02,0.46,0.22,0.44,0.89,0.66,0.75,0.31
Roberto Firmino,LIV,6,505,1.0,1.0,2.0,1.80,1.80,1.04,5.09,2.74,0.32,0.32,0.18,0.51,0.51,0.91,0.49
Cheikhou Kouyaté,CRY,6,540,1.0,1.0,0.0,0.59,0.59,0.02,0.7,0.68,0.10,0.10,0.00,0.10,0.10,0.12,0.11
Manuel Lanzini,WHU,1,11,1.0,1.0,0.0,0.01,0.01,0.00,0.0,0.00,0.08,0.08,0.00,0.08,0.08,0.00,0.00
Nathan Aké,MCI,4,288,1.0,1.0,0.0,0.40,0.40,0.02,0.94,0.93,0.13,0.13,0.01,0.13,0.13,0.30,0.29
Ashley Westwood,BUR,5,450,1.0,1.0,0.0,0.10,0.10,1.11,1.52,0.99,0.02,0.02,0.22,0.24,0.24,0.30,0.20
Tammy Abraham,CHE,5,209,1.0,1.0,0.0,1.75,1.75,0.03,1.02,0.00,0.75,0.75,0.01,0.77,0.77,0.44,0.00
Riyad Mahrez,MCI,4,348,1.0,1.0,1.0,0.81,0.81,0.78,2.13,1.26,0.21,0.21,0.20,0.41,0.41,0.55,0.32
Andros Townsend,CRY,6,540,1.0,1.0,2.0,0.51,0.51,1.57,2.6,1.18,0.08,0.08,0.26,0.35,0.35,0.43,0.20
Ben Chilwell,CHE,3,270,1.0,1.0,2.0,0.14,0.14,0.37,0.94,0.66,0.05,0.05,0.12,0.17,0.17,0.31,0.22
Virgil van Dijk,LIV,5,370,1.0,1.0,0.0,0.55,0.55,0.00,1.41,1.29,0.13,0.13,0.00,0.13,0.13,0.34,0.31
Oriol Romeu,SOU,6,507,1.0,1.0,0.0,0.15,0.15,0.09,1.84,1.72,0.03,0.03,0.02,0.04,0.04,0.33,0.31
James Ward-Prowse,SOU,6,540,1.0,1.0,0.0,0.35,0.35,0.46,1.32,1.07,0.06,0.06,0.08,0.14,0.14,0.22,0.18
Kyle Bartley,WBA,4,360,1.0,1.0,0.0,0.52,0.52,0.00,0.21,0.21,0.13,0.13,0.00,0.13,0.13,0.05,0.05
Tyrone Mings,AVL,5,450,1.0,1.0,1.0,0.48,0.48,0.07,1.13,1.12,0.10,0.10,0.01,0.11,0.11,0.23,0.22
Dennis Praet,LEI,5,362,1.0,1.0,1.0,0.29,0.29,0.73,1.23,0.96,0.07,0.07,0.18,0.25,0.25,0.31,0.24
Harry Maguire,MUN,5,450,1.0,1.0,0.0,0.14,0.14,0.06,1.35,1.33,0.03,0.03,0.01,0.04,0.04,0.27,0.27
Andrew Robertson,LIV,6,540,1.0,1.0,2.0,0.87,0.87,1.30,3.49,1.92,0.14,0.14,0.22,0.36,0.36,0.58,0.32
Jeff Hendrick,NEW,6,527,1.0,1.0,1.0,0.32,0.32,0.79,1.88,0.79,0.05,0.05,0.13,0.19,0.19,0.32,0.14
Pablo Fornals,WHU,6,506,1.0,1.0,2.0,1.87,1.87,0.89,3.8,1.09,0.33,0.33,0.16,0.49,0.49,0.68,0.19
Rodrigo,LEE,6,320,1.0,1.0,0.0,1.22,1.22,0.38,1.95,1.25,0.34,0.34,0.11,0.45,0.45,0.55,0.35
Lucas Moura,TOT,6,344,1.0,1.0,0.0,0.85,0.85,0.15,1.82,0.85,0.22,0.22,0.04,0.26,0.26,0.48,0.22
Romain Saiss,WOL,6,519,1.0,1.0,0.0,0.46,0.46,0.34,1.04,0.41,0.08,0.08,0.06,0.14,0.14,0.18,0.07
Serge Aurier,TOT,2,180,1.0,1.0,1.0,0.46,0.46,0.74,1.41,0.46,0.23,0.23,0.37,0.60,0.60,0.70,0.23
Chris Wood,BUR,5,450,1.0,1.0,0.0,1.79,1.79,0.05,2.07,0.23,0.36,0.36,0.01,0.37,0.37,0.41,0.05
Kai Havertz,CHE,6,474,1.0,1.0,1.0,0.68,0.68,0.51,2.83,1.85,0.13,0.13,0.10,0.22,0.22,0.54,0.35
Gabriel Jesus,MCI,1,90,1.0,1.0,0.0,0.24,0.24,0.24,1.04,0.56,0.24,0.24,0.24,0.48,0.48,1.04,0.56
Ademola Lookman,FUL,3,203,1.0,1.0,0.0,0.45,0.45,0.26,1.83,1.19,0.20,0.20,0.11,0.31,0.31,0.81,0.53
Aaron Wan-Bissaka,MUN,4,360,1.0,1.0,0.0,0.14,0.14,0.05,0.49,0.31,0.03,0.03,0.01,0.05,0.05,0.12,0.08
Yves Bissouma,BHA,5,450,1.0,1.0,0.0,0.22,0.22,0.02,1.25,1.10,0.04,0.04,0.00,0.05,0.05,0.25,0.22
Gabriel,ARS,5,450,1.0,1.0,0.0,0.77,0.77,0.00,1.34,1.34,0.15,0.15,0.00,0.15,0.15,0.27,0.27
Nicolas Pepe,ARS,6,197,1.0,1.0,0.0,0.34,0.34,0.07,0.6,0.37,0.15,0.15,0.03,0.19,0.19,0.27,0.17
Youri Tielemans,LEI,6,540,1.0,0.0,0.0,0.91,0.15,0.08,1.77,1.69,0.15,0.03,0.01,0.16,0.04,0.29,0.28
