Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,16,9,6,1.0,37.0,20,33,31.79,27.98,19.98,16.17,11.81,9.1,20.43,185.0,52.0,30.14
2,MUN,15,9,3,3.0,31.0,23,30,25.82,22.01,19.73,16.68,5.33,11.8,11.95,127.0,79.0,24.71
3,LEI,16,9,2,5.0,29.0,20,29,25.45,17.84,21.05,20.29,-2.46,11.67,13.49,91.0,84.0,25.46
4,EVE,15,9,2,4.0,26.0,19,29,23.08,21.55,20.27,17.99,3.56,12.86,12.21,88.0,110.0,21.52
5,AVL,14,8,2,4.0,28.0,14,26,27.89,24.85,14.43,13.67,11.17,10.25,8.19,124.0,91.0,27.25
6,CHE,16,7,5,4.0,31.0,18,26,29.83,26.02,14.41,12.89,13.13,9.53,18.56,119.0,79.0,31.57
7,TOT,15,7,5,3.0,26.0,15,26,21.67,20.14,17.72,14.68,5.47,12.28,11.92,61.0,110.0,22.23
8,MCI,14,7,5,2.0,21.0,12,26,26.15,23.87,12.20,9.15,14.72,10.21,20.58,146.0,47.0,28.65
9,SOU,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
10,WHU,16,6,5,5.0,23.0,21,23,21.66,21.66,22.03,18.98,2.68,17.44,11.46,77.0,117.0,20.94
11,LEE,16,7,2,7.0,30.0,30,23,27.74,25.46,31.04,27.24,-1.78,6.74,14.85,139.0,118.0,22.64
12,WOL,16,6,3,7.0,15.0,21,21,15.29,14.53,20.97,17.92,-3.39,13.73,12.12,67.0,112.0,18.03
13,ARS,16,6,2,8.0,16.0,19,20,18.75,16.47,19.62,18.86,-2.39,14.14,15.97,119.0,99.0,21.81
14,NEW,15,5,4,6.0,17.0,24,19,15.29,12.24,23.05,21.52,-9.28,19.55,8.65,59.0,125.0,16.26
15,CRY,16,5,4,7.0,20.0,29,19,17.63,16.11,26.12,23.07,-6.96,15.9,7.6,97.0,107.0,18.10
16,BUR,15,4,4,7.0,9.0,20,16,12.84,12.84,21.57,19.29,-6.45,13.37,9.43,78.0,124.0,14.18
17,BHA,16,2,7,7.0,18.0,25,13,23.32,19.51,18.85,15.04,4.47,10.04,12.5,107.0,76.0,24.72
18,FUL,15,2,5,8.0,13.0,23,11,17.88,14.07,23.39,19.58,-5.51,14.72,9.82,69.0,99.0,18.18
19,WBA,16,1,5,10.0,11.0,35,8,8.77,8.77,32.14,29.1,-20.33,17.04,9.1,54.0,150.0,7.52
20,SHU,16,0,2,14.0,8.0,27,2,16.55,14.27,26.81,26.05,-11.78,14.82,10.86,85.0,120.0,14.65
