Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,20,1786,16.0,14.0,9.0,15.61,13.32,6.22,22.21,7.72,0.79,0.67,0.31,1.10,0.99,1.12,0.39
Diogo Jota,LIV,21,1577,10.0,10.0,1.0,12.52,12.52,3.84,19.36,5.78,0.71,0.71,0.22,0.93,0.93,1.10,0.33
Jamie Vardy,LEI,16,1325,9.0,9.0,1.0,6.06,6.06,1.18,7.68,1.26,0.41,0.41,0.08,0.49,0.49,0.52,0.09
Son Heung-Min,TOT,17,1499,8.0,8.0,3.0,6.96,6.96,3.38,11.59,3.60,0.42,0.42,0.20,0.62,0.62,0.70,0.22
Michail Antonio,WHU,22,1932,8.0,8.0,6.0,9.54,8.78,4.61,16.2,6.07,0.44,0.41,0.21,0.66,0.62,0.75,0.28
Sadio Mané,LIV,20,1713,8.0,8.0,1.0,10.50,10.50,3.39,18.29,7.23,0.55,0.55,0.18,0.73,0.73,0.96,0.38
Cristiano Ronaldo,MUN,18,1463,8.0,6.0,3.0,10.27,8.75,1.76,13.69,4.69,0.63,0.54,0.11,0.74,0.65,0.84,0.29
Emile Smith-Rowe,ARS,19,1287,8.0,8.0,2.0,3.65,3.65,2.70,7.35,2.55,0.26,0.26,0.19,0.44,0.44,0.51,0.18
Raphinha,LEE,19,1632,8.0,5.0,2.0,5.51,3.23,4.18,8.48,3.45,0.30,0.18,0.23,0.53,0.41,0.47,0.19
Emmanuel Dennis,WAT,19,1487,8.0,8.0,5.0,3.65,3.65,3.14,7.54,1.77,0.22,0.22,0.19,0.41,0.41,0.46,0.11
Raheem Sterling,MCI,19,1232,7.0,5.0,1.0,8.35,6.82,3.11,12.01,4.74,0.61,0.50,0.23,0.84,0.73,0.88,0.35
Bruno Fernandes,MUN,21,1786,7.0,7.0,5.0,4.26,3.50,5.96,14.36,6.98,0.21,0.18,0.30,0.51,0.48,0.72,0.35
Neal Maupay,BHA,20,1495,7.0,6.0,2.0,6.15,5.38,1.84,8.93,2.47,0.37,0.32,0.11,0.48,0.44,0.54,0.15
Bernardo Silva,MCI,22,1894,7.0,7.0,1.0,5.35,5.35,4.85,17.71,9.35,0.25,0.25,0.23,0.48,0.48,0.84,0.44
Mason Mount,CHE,21,1433,7.0,6.0,6.0,5.32,4.56,4.45,10.04,3.74,0.33,0.29,0.28,0.61,0.57,0.63,0.23
Conor Gallagher,CRY,19,1672,7.0,7.0,3.0,6.49,6.49,3.76,11.46,3.76,0.35,0.35,0.20,0.55,0.55,0.62,0.20
Kevin De Bruyne,MCI,17,1098,6.0,6.0,2.0,2.70,2.70,4.97,8.74,4.56,0.22,0.22,0.41,0.63,0.63,0.72,0.37
Callum Wilson,NEW,15,1201,6.0,5.0,0.0,5.13,4.37,0.44,3.8,0.61,0.38,0.33,0.03,0.42,0.36,0.28,0.05
Riyad Mahrez,MCI,16,823,6.0,4.0,4.0,5.30,3.78,3.19,9.5,4.00,0.58,0.41,0.35,0.93,0.76,1.04,0.44
James Ward-Prowse,SOU,20,1782,6.0,3.0,2.0,3.18,0.90,2.42,5.74,4.70,0.16,0.05,0.12,0.28,0.17,0.29,0.24
Ivan Toney,BRE,21,1890,6.0,4.0,2.0,5.15,3.63,4.16,6.59,1.27,0.25,0.17,0.20,0.44,0.37,0.31,0.06
Jorginho,CHE,20,1530,6.0,0.0,1.0,5.11,0.55,2.12,10.74,9.95,0.30,0.03,0.12,0.43,0.16,0.63,0.59
Jarrod Bowen,WHU,23,1962,6.0,6.0,7.0,9.44,9.44,4.29,15.38,4.00,0.43,0.43,0.20,0.63,0.63,0.71,0.18
Maxwel Cornet,BUR,10,623,6.0,6.0,0.0,1.62,1.62,0.59,3.15,1.62,0.23,0.23,0.08,0.32,0.32,0.45,0.23
Odsonne Edouard,CRY,19,1183,6.0,5.0,4.0,6.15,5.39,1.57,8.91,2.20,0.47,0.41,0.12,0.59,0.53,0.68,0.17
