Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Jamie Vardy,LEI,8,715,7.0,7.0,1.0,4.07,4.07,0.63,4.82,0.52,0.51,0.51,0.08,0.59,0.59,0.61,0.06
Mohamed Salah,LIV,8,720,7.0,6.0,4.0,5.25,4.49,2.63,9.43,4.83,0.66,0.56,0.33,0.99,0.89,1.18,0.60
Michail Antonio,WHU,7,630,5.0,5.0,3.0,5.78,5.02,2.26,8.01,1.75,0.83,0.72,0.32,1.15,1.04,1.14,0.25
Sadio Mané,LIV,8,720,5.0,5.0,0.0,5.31,5.31,1.12,8.83,3.47,0.66,0.66,0.14,0.80,0.80,1.10,0.43
Son Heung-Min,TOT,7,616,4.0,4.0,1.0,2.59,2.59,0.75,4.11,1.42,0.38,0.38,0.11,0.49,0.49,0.60,0.21
Roberto Firmino,LIV,6,207,4.0,4.0,1.0,2.67,2.67,0.62,3.88,0.58,1.16,1.16,0.27,1.43,1.43,1.68,0.25
Bruno Fernandes,MUN,8,718,4.0,4.0,2.0,2.21,1.45,3.19,5.38,1.96,0.28,0.18,0.40,0.68,0.58,0.67,0.25
Neal Maupay,BHA,8,678,4.0,3.0,0.0,3.18,2.42,0.31,3.4,0.75,0.42,0.32,0.04,0.46,0.36,0.45,0.10
Ismaila Sarr,WAT,8,720,4.0,4.0,0.0,2.43,2.43,0.66,3.58,1.14,0.30,0.30,0.08,0.39,0.39,0.45,0.14
Mason Greenwood,MUN,8,697,4.0,4.0,0.0,1.83,1.83,0.65,2.64,0.91,0.24,0.24,0.08,0.32,0.32,0.34,0.12
Pierre-Emerick Aubameyang,ARS,7,522,3.0,3.0,0.0,1.84,1.84,0.54,2.27,0.60,0.32,0.32,0.09,0.41,0.41,0.39,0.10
Callum Wilson,NEW,4,332,3.0,3.0,0.0,2.38,2.38,0.07,2.4,0.02,0.65,0.65,0.02,0.66,0.66,0.65,0.00
