Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,30,2516,22.0,17.0,12.0,22.59,18.02,9.27,30.53,10.71,0.81,0.64,0.33,1.14,0.98,1.09,0.38
Son Heung-Min,TOT,29,2534,17.0,17.0,6.0,12.21,12.21,6.72,22.85,8.26,0.43,0.43,0.24,0.67,0.67,0.81,0.29
Cristiano Ronaldo,MUN,26,2108,15.0,13.0,3.0,15.23,13.71,3.71,20.42,6.22,0.65,0.59,0.16,0.81,0.74,0.87,0.27
Diogo Jota,LIV,29,1958,15.0,15.0,2.0,15.98,15.98,4.46,22.3,5.98,0.73,0.73,0.20,0.94,0.94,1.03,0.27
Sadio Mané,LIV,29,2427,14.0,14.0,2.0,15.53,15.53,4.87,25.95,10.18,0.58,0.58,0.18,0.76,0.76,0.96,0.38
Harry Kane,TOT,31,2689,12.0,10.0,8.0,15.49,13.97,8.71,26.28,7.78,0.52,0.47,0.29,0.81,0.76,0.88,0.26
Ivan Toney,BRE,28,2455,12.0,7.0,4.0,10.47,6.66,5.85,10.79,2.06,0.38,0.24,0.21,0.60,0.46,0.40,0.08
Kevin De Bruyne,MCI,25,1795,11.0,11.0,4.0,4.22,4.22,7.41,13.7,6.37,0.21,0.21,0.37,0.58,0.58,0.69,0.32
Wilfried Zaha,CRY,27,2292,11.0,7.0,1.0,8.65,4.08,3.99,10.2,3.30,0.34,0.16,0.16,0.50,0.32,0.40,0.13
Riyad Mahrez,MCI,24,1291,11.0,7.0,5.0,8.96,5.92,3.48,12.91,5.61,0.62,0.41,0.24,0.87,0.66,0.90,0.39
Raheem Sterling,MCI,25,1728,10.0,8.0,3.0,11.92,9.63,3.94,16.45,7.70,0.62,0.50,0.21,0.83,0.71,0.86,0.40
Jamie Vardy,LEI,18,1403,10.0,10.0,2.0,6.54,6.54,1.27,8.24,1.26,0.42,0.42,0.08,0.50,0.50,0.53,0.08
Emile Smith-Rowe,ARS,28,1771,10.0,10.0,2.0,5.36,5.36,3.02,10.14,4.05,0.27,0.27,0.15,0.43,0.43,0.52,0.21
Bukayo Saka,ARS,32,2534,10.0,9.0,5.0,8.16,7.40,7.31,17.3,7.85,0.29,0.26,0.26,0.55,0.52,0.61,0.28
Teemu Pukki,NOR,31,2738,10.0,7.0,3.0,9.25,6.96,3.74,9.45,1.04,0.30,0.23,0.12,0.43,0.35,0.31,0.03
Mason Mount,CHE,27,1918,10.0,9.0,9.0,7.18,6.42,5.95,14.86,6.05,0.34,0.30,0.28,0.62,0.58,0.70,0.28
Raphinha,LEE,29,2433,10.0,7.0,3.0,8.56,6.28,6.18,14.35,4.99,0.32,0.23,0.23,0.55,0.46,0.53,0.18
Emmanuel Dennis,WAT,30,2355,10.0,10.0,5.0,6.63,6.63,3.46,11.68,4.40,0.25,0.25,0.13,0.39,0.39,0.45,0.17
Bruno Fernandes,MUN,31,2686,9.0,9.0,6.0,7.40,6.64,8.53,21.15,9.94,0.25,0.22,0.29,0.53,0.51,0.71,0.33
Jarrod Bowen,WHU,31,2629,9.0,9.0,8.0,11.18,11.18,5.60,18.57,5.19,0.38,0.38,0.19,0.57,0.57,0.64,0.18
Michail Antonio,WHU,32,2747,8.0,8.0,7.0,11.84,11.08,5.58,19.78,6.50,0.39,0.36,0.18,0.57,0.55,0.65,0.21
Neal Maupay,BHA,29,2134,8.0,7.0,2.0,7.98,6.46,2.44,11.35,3.75,0.34,0.27,0.10,0.44,0.38,0.48,0.16
Bernardo Silva,MCI,31,2611,8.0,8.0,3.0,7.49,7.49,5.84,23.26,12.55,0.26,0.26,0.20,0.46,0.46,0.80,0.43
Phil Foden,MCI,24,1857,8.0,8.0,3.0,8.13,8.13,5.17,15.99,5.22,0.39,0.39,0.25,0.64,0.64,0.78,0.25
James Maddison,LEI,30,2038,8.0,8.0,5.0,5.38,5.38,4.26,11.03,4.15,0.24,0.24,0.19,0.43,0.43,0.49,0.18
Ollie Watkins,AVL,28,2357,8.0,7.0,1.0,9.34,8.58,2.00,13.35,4.12,0.36,0.33,0.08,0.43,0.40,0.51,0.16
Conor Gallagher,CRY,28,2424,8.0,8.0,3.0,7.16,7.16,3.98,12.97,4.70,0.27,0.27,0.15,0.41,0.41,0.48,0.17
James Ward-Prowse,SOU,31,2772,7.0,4.0,4.0,3.77,1.49,5.97,10.16,8.43,0.12,0.05,0.19,0.32,0.24,0.33,0.27
Maxwel Cornet,BUR,22,1501,7.0,7.0,1.0,4.97,4.21,1.63,6.69,2.59,0.30,0.25,0.10,0.40,0.35,0.40,0.16
Kai Havertz,CHE,23,1488,7.0,7.0,2.0,7.87,7.87,1.84,13.4,4.25,0.48,0.48,0.11,0.59,0.59,0.81,0.26
Richarlison,EVE,24,2000,7.0,5.0,4.0,7.11,5.59,2.95,9.32,2.91,0.32,0.25,0.13,0.45,0.38,0.42,0.13
Che Adams,SOU,26,1849,7.0,7.0,3.0,8.01,8.01,2.76,9.86,1.33,0.39,0.39,0.13,0.52,0.52,0.48,0.06
Jack Harrison,LEE,29,2174,7.0,7.0,1.0,4.74,4.74,3.32,8.66,4.14,0.20,0.20,0.14,0.33,0.33,0.36,0.17
Ilkay Gündogan,MCI,22,1532,6.0,6.0,4.0,7.87,7.87,4.41,16.77,6.05,0.46,0.46,0.26,0.72,0.72,0.99,0.36
Callum Wilson,NEW,15,1201,6.0,5.0,0.0,5.13,4.37,0.44,3.8,0.61,0.38,0.33,0.03,0.42,0.36,0.28,0.05
Jorginho,CHE,24,1877,6.0,0.0,2.0,5.14,0.57,2.55,12.71,11.88,0.25,0.03,0.12,0.37,0.15,0.61,0.57
Pablo Fornals,WHU,31,2362,6.0,6.0,2.0,4.28,4.28,5.11,15.68,7.91,0.16,0.16,0.19,0.36,0.36,0.60,0.30
Rodrigo,LEE,25,1820,6.0,5.0,1.0,4.70,3.94,2.97,9.29,3.20,0.23,0.19,0.15,0.38,0.34,0.46,0.16
Martin Odegaard,ARS,30,2263,6.0,6.0,4.0,3.37,3.37,5.28,15.58,9.91,0.13,0.13,0.21,0.34,0.34,0.62,0.39
Said Benrahma,WHU,29,1966,6.0,6.0,6.0,5.82,5.82,4.57,13.12,3.98,0.27,0.27,0.21,0.48,0.48,0.60,0.18
Odsonne Edouard,CRY,25,1391,6.0,5.0,4.0,6.45,5.68,2.06,9.65,2.24,0.42,0.37,0.13,0.55,0.50,0.62,0.15
Raúl Jiménez,WOL,28,2176,6.0,5.0,3.0,6.79,6.03,2.48,10.17,2.91,0.28,0.25,0.10,0.38,0.35,0.42,0.12
Ademola Lookman,LEI,22,1320,6.0,6.0,0.0,4.03,4.03,1.80,9.59,4.59,0.27,0.27,0.12,0.40,0.40,0.65,0.31
Youri Tielemans,LEI,26,2177,6.0,4.0,2.0,4.10,2.58,3.17,11.21,6.74,0.17,0.11,0.13,0.30,0.24,0.46,0.28
Leandro Trossard,BHA,30,2476,6.0,5.0,1.0,6.13,5.37,2.34,11.19,4.55,0.22,0.20,0.09,0.31,0.28,0.41,0.17
Armando Broja,SOU,28,1783,6.0,6.0,0.0,5.54,5.54,1.46,7.84,1.88,0.28,0.28,0.07,0.35,0.35,0.40,0.09
Jacob Ramsey,AVL,29,2131,6.0,6.0,1.0,3.31,3.31,1.79,9.67,5.37,0.14,0.14,0.08,0.22,0.22,0.41,0.23
Allan Saint-Maximin,NEW,30,2400,5.0,5.0,3.0,5.25,5.25,4.07,12.2,3.21,0.20,0.20,0.15,0.35,0.35,0.46,0.12
Joshua King,WAT,29,1995,5.0,4.0,3.0,8.26,7.50,3.95,11.71,2.42,0.37,0.34,0.18,0.55,0.52,0.53,0.11
Roberto Firmino,LIV,18,878,5.0,5.0,3.0,4.97,4.97,1.47,10.58,5.27,0.51,0.51,0.15,0.66,0.66,1.08,0.54
Romelu Lukaku,CHE,21,1281,5.0,5.0,0.0,5.11,5.11,2.45,9.56,3.58,0.36,0.36,0.17,0.53,0.53,0.67,0.25
Demarai Gray,EVE,27,1912,5.0,5.0,2.0,3.71,3.71,2.80,8.32,3.03,0.17,0.17,0.13,0.31,0.31,0.39,0.14
Danny Ings,AVL,24,1617,5.0,4.0,5.0,4.95,4.19,1.20,5.63,1.48,0.28,0.23,0.07,0.34,0.30,0.31,0.08
Fabinho,LIV,25,2093,5.0,3.0,1.0,4.95,3.43,1.24,9.61,8.58,0.21,0.15,0.05,0.27,0.20,0.41,0.37
Chris Wood,BUR,31,2630,5.0,4.0,0.0,7.81,7.05,1.37,8.37,2.92,0.27,0.24,0.05,0.31,0.29,0.29,0.10
Ismaila Sarr,WAT,19,1622,5.0,5.0,2.0,4.22,3.46,2.90,7.36,1.85,0.23,0.19,0.16,0.40,0.35,0.41,0.10
Yoane Wissa,BRE,25,966,5.0,5.0,0.0,2.09,2.09,0.54,3.99,1.75,0.19,0.19,0.05,0.24,0.24,0.37,0.16
Juan Camilo Hernández,WAT,24,1107,5.0,5.0,2.0,2.66,2.66,1.70,4.76,1.82,0.22,0.22,0.14,0.35,0.35,0.39,0.15
Mason Greenwood,MUN,18,1305,5.0,5.0,1.0,4.48,4.48,1.33,6.19,1.75,0.31,0.31,0.09,0.40,0.40,0.43,0.12
Gabriel Martinelli,ARS,23,1492,5.0,5.0,3.0,5.87,5.87,2.35,7.83,1.52,0.35,0.35,0.14,0.50,0.50,0.47,0.09
Reece James,CHE,20,1333,5.0,5.0,6.0,2.04,2.04,4.62,10.63,7.50,0.14,0.14,0.31,0.45,0.45,0.72,0.51
Tomas Soucek,WHU,31,2780,5.0,5.0,1.0,5.37,5.37,2.09,9.26,5.30,0.17,0.17,0.07,0.24,0.24,0.30,0.17
Hee-Chan Hwang,WOL,24,1447,5.0,5.0,1.0,3.48,3.48,1.31,7.31,3.44,0.22,0.22,0.08,0.30,0.30,0.45,0.21
Timo Werner,CHE,17,981,4.0,4.0,1.0,5.37,5.37,0.24,8.4,3.02,0.49,0.49,0.02,0.51,0.51,0.77,0.28
Pierre-Emerick Aubameyang,ARS,14,1047,4.0,4.0,1.0,6.89,5.37,0.80,5.44,0.96,0.59,0.46,0.07,0.66,0.53,0.47,0.08
Philippe Coutinho,AVL,12,938,4.0,4.0,3.0,2.94,2.94,2.49,7.06,3.47,0.28,0.28,0.24,0.52,0.52,0.68,0.33
Manuel Lanzini,WHU,25,1469,4.0,2.0,3.0,2.54,1.01,2.54,7.2,6.35,0.16,0.06,0.16,0.31,0.22,0.44,0.39
Marcus Rashford,MUN,23,1142,4.0,4.0,2.0,2.82,2.82,2.43,6.91,1.97,0.22,0.22,0.19,0.41,0.41,0.54,0.16
Christian Benteke,CRY,22,1090,4.0,4.0,1.0,4.72,4.72,1.65,6.48,1.24,0.39,0.39,0.14,0.53,0.53,0.54,0.10
Christian Pulisic,CHE,16,980,4.0,4.0,1.0,4.73,4.73,0.84,6.75,1.74,0.43,0.43,0.08,0.51,0.51,0.62,0.16
Alexandre Lacazette,ARS,26,1737,4.0,2.0,7.0,7.45,5.17,3.26,8.98,3.10,0.39,0.27,0.17,0.55,0.44,0.47,0.16
Daniel James,LEE,30,2305,4.0,4.0,4.0,7.19,7.19,4.13,11.56,1.25,0.28,0.28,0.16,0.44,0.44,0.45,0.05
Jean-Philippe Mateta,CRY,17,842,4.0,4.0,1.0,3.49,3.49,0.64,5.01,2.06,0.37,0.37,0.07,0.44,0.44,0.54,0.22
Jan Bednarek,SOU,28,2367,4.0,4.0,0.0,2.79,2.79,0.33,6.13,5.90,0.11,0.11,0.01,0.12,0.12,0.23,0.22
Bryan Mbeumo,BRE,30,2504,4.0,3.0,7.0,8.37,7.61,3.85,15.36,5.19,0.30,0.27,0.14,0.44,0.41,0.55,0.19
Harvey Barnes,LEI,26,1776,4.0,4.0,6.0,5.00,5.00,2.76,9.08,3.08,0.25,0.25,0.14,0.39,0.39,0.46,0.16
Fred,MUN,25,1902,4.0,4.0,4.0,1.09,1.09,2.27,8.13,5.67,0.05,0.05,0.11,0.16,0.16,0.38,0.27
Rúben Neves,WOL,28,2275,4.0,4.0,2.0,1.05,1.05,1.77,7.02,5.60,0.04,0.04,0.07,0.11,0.11,0.28,0.22
Mohamed Elyounoussi,SOU,26,1855,4.0,4.0,2.0,6.54,6.54,2.07,8.74,2.91,0.32,0.32,0.10,0.42,0.42,0.42,0.14
Anthony Gordon,EVE,28,1767,4.0,4.0,2.0,2.64,2.64,3.43,6.47,2.45,0.13,0.13,0.17,0.31,0.31,0.33,0.12
Alexis Mac Allister,BHA,28,1673,4.0,3.0,2.0,4.19,3.43,1.37,7.23,3.94,0.23,0.18,0.07,0.30,0.26,0.39,0.21
Hakim Ziyech,CHE,18,1086,4.0,4.0,2.0,2.66,2.66,3.38,8.92,4.57,0.22,0.22,0.28,0.50,0.50,0.74,0.38
