Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,21,1814,16.0,14.0,9.0,16.22,13.94,6.51,23.11,7.72,0.80,0.69,0.32,1.13,1.01,1.15,0.38
Diogo Jota,LIV,22,1667,12.0,12.0,1.0,13.74,13.74,4.05,20.04,5.78,0.74,0.74,0.22,0.96,0.96,1.08,0.31
Son Heung-Min,TOT,18,1589,9.0,9.0,3.0,7.44,7.44,3.38,13.14,4.66,0.42,0.42,0.19,0.61,0.61,0.74,0.26
Jamie Vardy,LEI,16,1325,9.0,9.0,1.0,6.06,6.06,1.18,7.68,1.26,0.41,0.41,0.08,0.49,0.49,0.52,0.09
Michail Antonio,WHU,23,2022,8.0,8.0,6.0,9.54,8.78,4.61,16.2,6.07,0.42,0.39,0.21,0.63,0.60,0.72,0.27
Sadio Mané,LIV,20,1713,8.0,8.0,1.0,10.50,10.50,3.39,18.29,7.23,0.55,0.55,0.18,0.73,0.73,0.96,0.38
Cristiano Ronaldo,MUN,19,1483,8.0,6.0,3.0,10.51,8.99,1.76,13.91,4.78,0.64,0.55,0.11,0.74,0.65,0.84,0.29
Emile Smith-Rowe,ARS,20,1306,8.0,8.0,2.0,3.65,3.65,2.70,7.35,2.55,0.25,0.25,0.19,0.44,0.44,0.51,0.18
Raphinha,LEE,20,1722,8.0,5.0,2.0,5.57,3.28,4.27,8.62,3.50,0.29,0.17,0.22,0.51,0.39,0.45,0.18
Emmanuel Dennis,WAT,20,1577,8.0,8.0,5.0,3.70,3.70,3.17,7.84,2.00,0.21,0.21,0.18,0.39,0.39,0.45,0.11
Kevin De Bruyne,MCI,18,1188,7.0,7.0,2.0,2.75,2.75,5.13,9.09,4.75,0.21,0.21,0.39,0.60,0.60,0.69,0.36
Raheem Sterling,MCI,20,1322,7.0,5.0,1.0,8.96,7.44,3.28,12.7,4.91,0.61,0.51,0.22,0.83,0.73,0.86,0.33
Riyad Mahrez,MCI,17,892,7.0,4.0,4.0,6.06,3.78,3.19,9.5,4.00,0.61,0.38,0.32,0.93,0.70,0.96,0.40
Bruno Fernandes,MUN,22,1876,7.0,7.0,5.0,4.47,3.71,6.29,15.13,7.38,0.21,0.18,0.30,0.52,0.48,0.73,0.35
Jarrod Bowen,WHU,24,2052,7.0,7.0,7.0,9.55,9.55,4.74,15.9,4.41,0.42,0.42,0.21,0.63,0.63,0.70,0.19
