Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,27,2265,20.0,15.0,10.0,21.48,16.91,7.87,27.58,9.22,0.85,0.67,0.31,1.17,0.98,1.10,0.37
Son Heung-Min,TOT,26,2271,13.0,13.0,5.0,10.56,10.56,6.08,20.52,7.25,0.42,0.42,0.24,0.66,0.66,0.81,0.29
Diogo Jota,LIV,26,1777,13.0,13.0,1.0,13.96,13.96,4.07,20.36,5.88,0.71,0.71,0.21,0.91,0.91,1.03,0.30
Harry Kane,TOT,28,2419,12.0,10.0,5.0,14.97,13.44,6.67,23.09,6.83,0.56,0.50,0.25,0.81,0.75,0.86,0.25
Sadio Mané,LIV,26,2232,12.0,12.0,1.0,14.84,14.84,4.49,23.44,8.68,0.60,0.60,0.18,0.78,0.78,0.94,0.35
Cristiano Ronaldo,MUN,24,1928,12.0,10.0,3.0,14.23,12.71,3.68,19.16,5.86,0.66,0.59,0.17,0.84,0.76,0.89,0.27
Ivan Toney,BRE,25,2185,11.0,6.0,2.0,8.49,4.69,5.17,8.29,1.33,0.35,0.19,0.21,0.56,0.41,0.34,0.05
Raheem Sterling,MCI,23,1561,10.0,8.0,1.0,11.37,9.09,3.50,15.25,7.03,0.66,0.52,0.20,0.86,0.73,0.88,0.41
Riyad Mahrez,MCI,22,1188,10.0,6.0,4.0,8.21,5.17,3.30,11.96,5.29,0.62,0.39,0.25,0.87,0.64,0.91,0.40
Jamie Vardy,LEI,18,1403,10.0,10.0,2.0,6.54,6.54,1.27,8.24,1.26,0.42,0.42,0.08,0.50,0.50,0.53,0.08
Kevin De Bruyne,MCI,22,1541,9.0,9.0,3.0,3.95,3.95,6.48,11.66,5.23,0.23,0.23,0.38,0.61,0.61,0.68,0.31
Wilfried Zaha,CRY,24,2022,9.0,6.0,1.0,6.38,3.34,3.74,9.68,3.20,0.28,0.15,0.17,0.45,0.32,0.43,0.14
Bruno Fernandes,MUN,27,2326,9.0,9.0,6.0,7.06,6.30,8.17,19.79,8.94,0.27,0.24,0.32,0.59,0.56,0.77,0.35
Emile Smith-Rowe,ARS,24,1509,9.0,9.0,2.0,4.72,4.72,2.72,8.71,3.50,0.28,0.28,0.16,0.44,0.44,0.52,0.21
Bukayo Saka,ARS,28,2174,9.0,9.0,5.0,6.53,6.53,6.05,14.58,6.23,0.27,0.27,0.25,0.52,0.52,0.60,0.26
Raphinha,LEE,27,2258,9.0,6.0,3.0,8.32,6.03,6.07,13.39,4.31,0.33,0.24,0.24,0.57,0.48,0.53,0.17
Emmanuel Dennis,WAT,27,2203,9.0,9.0,5.0,6.50,6.50,3.43,11.31,4.13,0.27,0.27,0.14,0.41,0.41,0.46,0.17
Michail Antonio,WHU,29,2498,8.0,8.0,7.0,10.22,9.46,5.46,17.91,6.33,0.37,0.34,0.20,0.57,0.54,0.65,0.23
Jarrod Bowen,WHU,28,2377,8.0,8.0,8.0,10.57,10.57,5.06,17.26,4.88,0.40,0.40,0.19,0.59,0.59,0.65,0.18
Neal Maupay,BHA,27,2043,8.0,7.0,2.0,6.89,6.13,2.30,10.89,3.69,0.30,0.27,0.10,0.40,0.37,0.48,0.16
James Maddison,LEI,26,1743,8.0,8.0,3.0,4.65,4.65,3.42,9.73,3.81,0.24,0.24,0.18,0.42,0.42,0.50,0.20
Teemu Pukki,NOR,28,2468,8.0,5.0,2.0,7.56,5.28,2.25,6.81,0.45,0.28,0.19,0.08,0.36,0.27,0.25,0.02
Mason Mount,CHE,24,1667,8.0,7.0,7.0,6.13,5.37,5.33,11.85,4.72,0.33,0.29,0.29,0.62,0.58,0.64,0.25
Conor Gallagher,CRY,25,2212,8.0,8.0,3.0,7.16,7.16,3.89,12.97,4.70,0.29,0.29,0.16,0.45,0.45,0.53,0.19
Bernardo Silva,MCI,28,2420,7.0,7.0,2.0,7.24,7.24,5.63,22.18,11.81,0.27,0.27,0.21,0.48,0.48,0.82,0.44
Phil Foden,MCI,21,1612,7.0,7.0,3.0,7.75,7.75,4.96,14.93,4.73,0.43,0.43,0.28,0.71,0.71,0.83,0.26
Che Adams,SOU,23,1649,7.0,7.0,3.0,6.39,6.39,2.65,8.12,0.82,0.35,0.35,0.14,0.49,0.49,0.44,0.04
Ollie Watkins,AVL,26,2177,7.0,7.0,1.0,7.95,7.95,1.83,12.62,4.10,0.33,0.33,0.08,0.40,0.40,0.52,0.17
Callum Wilson,NEW,15,1201,6.0,5.0,0.0,5.13,4.37,0.44,3.8,0.61,0.38,0.33,0.03,0.42,0.36,0.28,0.05
James Ward-Prowse,SOU,27,2412,6.0,3.0,4.0,3.58,1.30,5.20,9.57,7.90,0.13,0.05,0.19,0.33,0.24,0.36,0.29
Jorginho,CHE,24,1877,6.0,0.0,2.0,5.14,0.57,2.55,12.71,11.88,0.25,0.03,0.12,0.37,0.15,0.61,0.57
Pablo Fornals,WHU,28,2180,6.0,6.0,2.0,4.15,4.15,4.66,14.17,6.76,0.17,0.17,0.19,0.36,0.36,0.59,0.28
Maxwel Cornet,BUR,17,1120,6.0,6.0,0.0,2.59,2.59,0.69,4.54,2.16,0.21,0.21,0.06,0.26,0.26,0.36,0.17
Said Benrahma,WHU,26,1836,6.0,6.0,6.0,4.87,4.87,4.04,10.99,3.24,0.24,0.24,0.20,0.44,0.44,0.54,0.16
Odsonne Edouard,CRY,23,1288,6.0,5.0,4.0,6.26,5.50,1.98,9.43,2.24,0.44,0.38,0.14,0.58,0.52,0.66,0.16
Raúl Jiménez,WOL,28,2176,6.0,5.0,3.0,6.79,6.03,2.48,10.17,2.91,0.28,0.25,0.10,0.38,0.35,0.42,0.12
Kai Havertz,CHE,20,1322,6.0,6.0,2.0,6.49,6.49,1.55,11.22,3.63,0.44,0.44,0.11,0.55,0.55,0.76,0.25
