Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,20,1786,16.0,14.0,9.0,15.61,13.32,6.22,22.21,7.72,0.79,0.67,0.31,1.10,0.99,1.12,0.39
Diogo Jota,LIV,20,1487,10.0,10.0,1.0,12.50,12.50,3.72,18.98,5.53,0.76,0.76,0.23,0.98,0.98,1.15,0.33
Jamie Vardy,LEI,16,1325,9.0,9.0,1.0,6.06,6.06,1.18,7.68,1.26,0.41,0.41,0.08,0.49,0.49,0.52,0.09
Son Heung-Min,TOT,17,1499,8.0,8.0,3.0,6.96,6.96,3.38,11.59,3.60,0.42,0.42,0.20,0.62,0.62,0.70,0.22
Michail Antonio,WHU,21,1842,8.0,8.0,6.0,9.48,8.72,4.61,16.13,6.07,0.46,0.43,0.23,0.69,0.65,0.79,0.30
Sadio Mané,LIV,20,1713,8.0,8.0,1.0,10.50,10.50,3.39,18.29,7.23,0.55,0.55,0.18,0.73,0.73,0.96,0.38
Cristiano Ronaldo,MUN,17,1373,8.0,6.0,3.0,10.11,8.58,1.66,12.31,3.54,0.66,0.56,0.11,0.77,0.67,0.81,0.23
Emile Smith-Rowe,ARS,18,1208,8.0,8.0,2.0,3.48,3.48,2.22,6.61,2.40,0.26,0.26,0.17,0.42,0.42,0.49,0.18
Raphinha,LEE,18,1542,8.0,5.0,2.0,5.43,3.15,3.73,7.94,3.40,0.32,0.18,0.22,0.53,0.40,0.46,0.20
Emmanuel Dennis,WAT,18,1407,8.0,8.0,5.0,3.62,3.62,3.13,7.47,1.73,0.23,0.23,0.20,0.43,0.43,0.48,0.11
Raheem Sterling,MCI,18,1170,7.0,5.0,1.0,7.86,6.33,3.11,11.52,4.74,0.60,0.49,0.24,0.84,0.73,0.89,0.36
Bruno Fernandes,MUN,20,1696,7.0,7.0,5.0,4.18,3.42,5.66,13.87,6.86,0.22,0.18,0.30,0.52,0.48,0.74,0.36
Neal Maupay,BHA,19,1405,7.0,6.0,1.0,6.04,5.28,1.55,8.14,2.08,0.39,0.34,0.10,0.49,0.44,0.52,0.13
Bernardo Silva,MCI,21,1804,7.0,7.0,1.0,5.31,5.31,4.63,17.41,9.21,0.26,0.26,0.23,0.50,0.50,0.87,0.46
Mason Mount,CHE,20,1343,7.0,6.0,5.0,5.08,4.31,4.24,9.41,3.45,0.34,0.29,0.28,0.62,0.57,0.63,0.23
Conor Gallagher,CRY,18,1582,7.0,7.0,3.0,5.88,5.88,3.76,10.82,3.72,0.33,0.33,0.21,0.55,0.55,0.62,0.21
Kevin De Bruyne,MCI,16,1008,6.0,6.0,1.0,2.56,2.56,4.55,8.47,4.42,0.23,0.23,0.41,0.64,0.64,0.76,0.39
Callum Wilson,NEW,15,1201,6.0,5.0,0.0,5.13,4.37,0.44,3.8,0.61,0.38,0.33,0.03,0.42,0.36,0.28,0.05
Riyad Mahrez,MCI,16,823,6.0,4.0,4.0,5.30,3.78,3.19,9.5,4.00,0.58,0.41,0.35,0.93,0.76,1.04,0.44
James Ward-Prowse,SOU,19,1692,6.0,3.0,2.0,3.18,0.90,2.37,5.64,4.60,0.17,0.05,0.13,0.30,0.17,0.30,0.24
Jorginho,CHE,19,1454,6.0,0.0,1.0,5.11,0.55,2.09,10.49,9.70,0.32,0.03,0.13,0.45,0.16,0.65,0.60
Jarrod Bowen,WHU,22,1872,6.0,6.0,7.0,9.42,9.42,4.27,15.32,3.94,0.45,0.45,0.21,0.66,0.66,0.74,0.19
Maxwel Cornet,BUR,10,623,6.0,6.0,0.0,1.62,1.62,0.59,3.15,1.62,0.23,0.23,0.08,0.32,0.32,0.45,0.23
James Maddison,LEI,19,1277,6.0,6.0,3.0,3.59,3.59,2.57,7.69,3.00,0.25,0.25,0.18,0.43,0.43,0.54,0.21
Bukayo Saka,ARS,20,1508,6.0,6.0,4.0,5.06,5.06,4.16,10.87,4.31,0.30,0.30,0.25,0.55,0.55,0.65,0.26
Allan Saint-Maximin,NEW,20,1722,5.0,5.0,3.0,3.72,3.72,3.03,8.75,2.20,0.19,0.19,0.16,0.35,0.35,0.46,0.12
Joshua King,WAT,17,1358,5.0,4.0,3.0,6.73,5.97,2.42,7.75,0.85,0.45,0.40,0.16,0.61,0.56,0.51,0.06
Wilfried Zaha,CRY,17,1392,5.0,3.0,1.0,3.79,2.26,2.85,7.28,2.69,0.24,0.15,0.18,0.43,0.33,0.47,0.17
Romelu Lukaku,CHE,15,988,5.0,5.0,0.0,4.63,4.63,2.36,8.51,3.00,0.42,0.42,0.21,0.64,0.64,0.77,0.27
Harry Kane,TOT,18,1519,5.0,4.0,2.0,8.29,7.53,3.64,12.51,2.84,0.49,0.45,0.22,0.71,0.66,0.74,0.17
Demarai Gray,EVE,18,1444,5.0,5.0,2.0,3.06,3.06,2.18,6.73,2.15,0.19,0.19,0.14,0.33,0.33,0.42,0.13
Ivan Toney,BRE,20,1800,5.0,3.0,2.0,4.87,3.34,4.14,6.56,1.27,0.24,0.17,0.21,0.45,0.37,0.33,0.06
Pablo Fornals,WHU,20,1527,5.0,5.0,2.0,3.11,3.11,3.91,11.66,5.79,0.18,0.18,0.23,0.41,0.41,0.69,0.34
Said Benrahma,WHU,20,1478,5.0,5.0,4.0,3.69,3.69,3.20,9.29,3.03,0.22,0.22,0.20,0.42,0.42,0.57,0.18
Odsonne Edouard,CRY,18,1114,5.0,4.0,4.0,5.65,4.88,1.57,7.8,1.59,0.46,0.39,0.13,0.58,0.52,0.63,0.13
Ismaila Sarr,WAT,12,1039,5.0,5.0,0.0,3.51,2.75,1.14,4.37,1.19,0.30,0.24,0.10,0.40,0.34,0.38,0.10
Youri Tielemans,LEI,15,1265,5.0,4.0,2.0,2.79,2.03,2.77,7.86,3.96,0.20,0.14,0.20,0.40,0.34,0.56,0.28
Phil Foden,MCI,14,1006,5.0,5.0,3.0,4.48,4.48,4.12,10.6,3.91,0.40,0.40,0.37,0.77,0.77,0.95,0.35
Mason Greenwood,MUN,17,1223,5.0,5.0,1.0,4.36,4.36,1.33,5.98,1.62,0.32,0.32,0.10,0.42,0.42,0.44,0.12
Teemu Pukki,NOR,20,1749,5.0,3.0,0.0,5.11,3.59,0.96,4.53,0.21,0.26,0.18,0.05,0.31,0.23,0.23,0.01
Armando Broja,SOU,17,883,5.0,5.0,0.0,3.03,3.03,0.13,3.46,0.64,0.31,0.31,0.01,0.32,0.32,0.35,0.07
Ollie Watkins,AVL,17,1450,5.0,5.0,1.0,5.98,5.98,0.89,9.04,2.92,0.37,0.37,0.06,0.43,0.43,0.56,0.18
Ilkay Gündogan,MCI,15,1069,4.0,4.0,3.0,6.19,6.19,2.95,12.7,4.71,0.52,0.52,0.25,0.77,0.77,1.07,0.40
Pierre-Emerick Aubameyang,ARS,14,1047,4.0,4.0,1.0,6.89,5.37,0.80,5.44,0.96,0.59,0.46,0.07,0.66,0.53,0.47,0.08
Roberto Firmino,LIV,12,508,4.0,4.0,3.0,3.72,3.72,1.47,8.21,3.98,0.66,0.66,0.26,0.92,0.92,1.46,0.71
Manuel Lanzini,WHU,16,763,4.0,2.0,1.0,2.01,0.49,1.72,5.23,5.04,0.24,0.06,0.20,0.44,0.26,0.62,0.59
Christian Benteke,CRY,20,1061,4.0,4.0,1.0,4.72,4.72,1.65,6.48,1.24,0.40,0.40,0.14,0.54,0.54,0.55,0.10
Danny Ings,AVL,15,1128,4.0,3.0,2.0,2.94,2.18,0.22,3.2,1.19,0.23,0.17,0.02,0.25,0.19,0.26,0.10
Martin Odegaard,ARS,18,1226,4.0,4.0,3.0,1.29,1.29,3.36,8.38,5.52,0.09,0.09,0.25,0.34,0.34,0.62,0.41
Raúl Jiménez,WOL,19,1563,4.0,3.0,2.0,4.49,3.73,2.10,6.85,1.86,0.26,0.21,0.12,0.38,0.34,0.39,0.11
Richarlison,EVE,12,923,4.0,4.0,2.0,2.34,2.34,2.03,4.68,1.56,0.23,0.23,0.20,0.43,0.43,0.46,0.15
Leandro Trossard,BHA,20,1664,4.0,3.0,1.0,4.08,3.32,1.80,7.02,2.88,0.22,0.18,0.10,0.32,0.28,0.38,0.16
Che Adams,SOU,15,936,4.0,4.0,1.0,2.56,2.56,1.43,3.56,0.25,0.25,0.25,0.14,0.38,0.38,0.34,0.02
Gabriel Martinelli,ARS,13,783,4.0,4.0,2.0,4.25,4.25,1.79,5.72,1.05,0.49,0.49,0.21,0.69,0.69,0.66,0.12
Reece James,CHE,16,1114,4.0,4.0,5.0,1.88,1.88,3.71,9.49,6.43,0.15,0.15,0.30,0.45,0.45,0.77,0.52
Alexis Mac Allister,BHA,16,740,4.0,3.0,2.0,2.86,2.10,1.13,4.54,2.39,0.35,0.26,0.14,0.48,0.39,0.55,0.29
Jack Harrison,LEE,17,1267,4.0,4.0,1.0,3.04,3.04,1.66,4.31,1.85,0.22,0.22,0.12,0.33,0.33,0.31,0.13
Hee-Chan Hwang,WOL,14,983,4.0,4.0,0.0,2.40,2.40,0.82,5.02,2.18,0.22,0.22,0.07,0.29,0.29,0.46,0.20
Marcus Rashford,MUN,12,625,3.0,3.0,1.0,1.40,1.40,1.32,3.92,1.44,0.20,0.20,0.19,0.39,0.39,0.56,0.21
Andros Townsend,EVE,16,1275,3.0,2.0,2.0,2.15,1.39,2.75,5.22,2.70,0.15,0.10,0.19,0.35,0.29,0.37,0.19
Ben Chilwell,CHE,6,540,3.0,3.0,1.0,1.30,1.30,0.83,3.94,2.88,0.22,0.22,0.14,0.36,0.36,0.66,0.48
Rodri,MCI,18,1568,3.0,3.0,1.0,0.99,0.99,0.95,14.55,13.21,0.06,0.06,0.05,0.11,0.11,0.84,0.76
Christian Pulisic,CHE,12,748,3.0,3.0,0.0,3.27,3.27,0.42,4.6,1.05,0.39,0.39,0.05,0.44,0.44,0.55,0.13
Alexandre Lacazette,ARS,15,872,3.0,2.0,3.0,4.18,2.66,1.26,5.18,2.24,0.43,0.27,0.13,0.56,0.41,0.53,0.23
Chris Wood,BUR,18,1493,3.0,3.0,0.0,5.24,5.24,0.39,4.7,1.51,0.32,0.32,0.02,0.34,0.34,0.28,0.09
