Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Harry Kane,TOT,29,2557,19.0,15.0,13.0,17.65,14.61,6.74,20.56,3.99,0.62,0.51,0.24,0.86,0.75,0.72,0.14
Mohamed Salah,LIV,30,2529,19.0,13.0,3.0,16.19,11.63,4.56,21.69,8.29,0.58,0.41,0.16,0.74,0.58,0.77,0.29
Bruno Fernandes,MUN,31,2659,16.0,8.0,11.0,13.44,6.59,10.81,22.04,8.84,0.45,0.22,0.37,0.82,0.59,0.75,0.30
Son Heung-Min,TOT,30,2509,14.0,14.0,9.0,9.35,9.35,8.04,17.93,5.88,0.34,0.34,0.29,0.62,0.62,0.64,0.21
Patrick Bamford,LEE,31,2572,14.0,13.0,7.0,14.84,14.08,3.45,20.15,3.66,0.52,0.49,0.12,0.64,0.61,0.71,0.13
Dominic Calvert-Lewin,EVE,26,2248,14.0,14.0,0.0,15.76,15.76,0.96,16.3,3.88,0.63,0.63,0.04,0.67,0.67,0.65,0.16
Alexandre Lacazette,ARS,27,1818,13.0,10.0,2.0,11.90,9.61,1.78,13.91,2.94,0.59,0.48,0.09,0.68,0.56,0.69,0.15
Ilkay Gündogan,MCI,24,1776,12.0,11.0,1.0,8.65,7.12,3.30,17.68,9.43,0.44,0.36,0.17,0.61,0.53,0.90,0.48
Jamie Vardy,LEI,27,2230,12.0,6.0,7.0,16.10,10.77,4.26,15.05,1.37,0.65,0.43,0.17,0.82,0.61,0.61,0.06
Ollie Watkins,AVL,30,2700,12.0,11.0,3.0,13.77,12.24,4.15,17.71,4.47,0.46,0.41,0.14,0.60,0.55,0.59,0.15
Callum Wilson,NEW,22,1848,10.0,6.0,5.0,11.65,8.60,2.44,11.33,0.68,0.57,0.42,0.12,0.69,0.54,0.55,0.03
Marcus Rashford,MUN,31,2539,10.0,10.0,7.0,8.74,8.74,3.00,17.98,8.33,0.31,0.31,0.11,0.42,0.42,0.64,0.30
Pierre-Emerick Aubameyang,ARS,25,2004,9.0,7.0,1.0,8.65,7.13,1.72,12.43,3.78,0.39,0.32,0.08,0.47,0.40,0.56,0.17
Wilfried Zaha,CRY,23,1985,9.0,7.0,2.0,7.47,5.95,2.76,10.97,2.95,0.34,0.27,0.13,0.46,0.39,0.50,0.13
Raheem Sterling,MCI,27,2179,9.0,9.0,6.0,10.64,9.88,5.77,21.99,10.45,0.44,0.41,0.24,0.68,0.65,0.91,0.43
Riyad Mahrez,MCI,24,1714,9.0,9.0,4.0,5.78,5.78,5.37,17.4,7.99,0.30,0.30,0.28,0.59,0.59,0.91,0.42
Danny Ings,SOU,24,1877,9.0,7.0,4.0,7.41,5.89,2.23,9.18,1.98,0.36,0.28,0.11,0.46,0.39,0.44,0.09
Harvey Barnes,LEI,25,1954,9.0,9.0,4.0,6.70,6.70,1.77,8.89,1.59,0.31,0.31,0.08,0.39,0.39,0.41,0.07
Tomas Soucek,WHU,31,2790,9.0,9.0,1.0,7.43,7.43,2.03,13.1,6.29,0.24,0.24,0.07,0.31,0.31,0.42,0.20
Jesse Lingard,WHU,9,804,8.0,8.0,3.0,3.96,3.20,1.64,5.29,1.88,0.44,0.36,0.18,0.63,0.54,0.59,0.21
Kelechi Iheanacho,LEI,18,884,8.0,8.0,0.0,5.74,4.98,1.97,7.92,1.43,0.58,0.51,0.20,0.79,0.71,0.81,0.15
Jarrod Bowen,WHU,31,2196,8.0,8.0,4.0,6.71,6.71,3.74,11.39,2.79,0.28,0.28,0.15,0.43,0.43,0.47,0.11
Neal Maupay,BHA,29,2242,8.0,5.0,2.0,11.87,8.83,4.09,14.98,3.18,0.48,0.35,0.16,0.64,0.52,0.60,0.13
Gabriel Jesus,MCI,23,1649,8.0,8.0,3.0,8.48,8.48,2.68,14.74,4.68,0.46,0.46,0.15,0.61,0.61,0.80,0.26
James Maddison,LEI,24,1659,8.0,8.0,5.0,3.08,3.08,3.96,8.43,4.47,0.17,0.17,0.21,0.38,0.38,0.46,0.24
Diogo Jota,LIV,14,813,8.0,8.0,0.0,3.81,3.81,1.55,7.04,2.52,0.42,0.42,0.17,0.59,0.59,0.78,0.28
Matheus Pereira,WBA,27,2069,8.0,5.0,5.0,5.46,3.18,4.95,8.1,2.53,0.24,0.14,0.22,0.45,0.35,0.35,0.11
Michail Antonio,WHU,21,1563,7.0,7.0,5.0,11.67,11.67,2.84,16.12,2.14,0.67,0.67,0.16,0.84,0.84,0.93,0.12
Sadio Mané,LIV,28,2271,7.0,7.0,5.0,11.07,11.07,5.86,19.05,4.55,0.44,0.44,0.23,0.67,0.67,0.75,0.18
James Ward-Prowse,SOU,31,2790,7.0,5.0,5.0,4.33,2.05,2.88,8.66,7.62,0.14,0.07,0.09,0.23,0.16,0.28,0.25
Edinson Cavani,MUN,20,1084,7.0,7.0,2.0,6.87,6.87,1.75,9.47,2.15,0.57,0.57,0.15,0.72,0.72,0.79,0.18
Chris Wood,BUR,26,2163,7.0,6.0,2.0,9.15,8.39,1.66,10.48,1.20,0.38,0.35,0.07,0.45,0.42,0.44,0.05
Che Adams,SOU,30,2198,7.0,7.0,4.0,8.85,8.85,4.07,11.14,1.47,0.36,0.36,0.17,0.53,0.53,0.46,0.06
Stuart Dallas,LEE,31,2782,7.0,7.0,2.0,3.36,3.36,1.78,14.2,10.67,0.11,0.11,0.06,0.17,0.17,0.46,0.35
Jack Harrison,LEE,29,2262,7.0,7.0,5.0,5.37,5.37,5.65,15.81,6.11,0.21,0.21,0.22,0.44,0.44,0.63,0.24
Roberto Firmino,LIV,29,2340,6.0,6.0,5.0,10.62,10.62,3.70,19.65,8.03,0.41,0.41,0.14,0.55,0.55,0.76,0.31
Christian Benteke,CRY,24,1325,6.0,6.0,1.0,5.12,5.12,0.63,6.3,2.50,0.35,0.35,0.04,0.39,0.39,0.43,0.17
Jack Grealish,AVL,22,1980,6.0,6.0,10.0,5.12,5.12,8.95,16.68,6.45,0.23,0.23,0.41,0.64,0.64,0.76,0.29
Tammy Abraham,CHE,20,1012,6.0,6.0,1.0,5.49,5.49,0.72,7.18,2.11,0.49,0.49,0.06,0.55,0.55,0.64,0.19
Jorginho,CHE,22,1581,6.0,0.0,1.0,6.21,0.12,1.27,8.76,8.43,0.35,0.01,0.07,0.43,0.08,0.50,0.48
James Rodríguez,EVE,20,1545,6.0,6.0,4.0,2.74,2.74,4.88,10.76,6.73,0.16,0.16,0.28,0.44,0.44,0.63,0.39
Anwar El Ghazi,AVL,20,992,6.0,4.0,0.0,5.88,4.36,1.42,5.19,1.72,0.53,0.40,0.13,0.66,0.52,0.47,0.16
Youri Tielemans,LEI,31,2729,6.0,4.0,3.0,3.67,2.15,2.19,13.93,10.56,0.12,0.07,0.07,0.19,0.14,0.46,0.35
Richarlison,EVE,26,2177,6.0,5.0,3.0,8.73,7.97,2.87,13.16,4.48,0.36,0.33,0.12,0.48,0.45,0.54,0.19
Phil Foden,MCI,24,1351,6.0,6.0,5.0,4.50,4.50,4.57,11.45,4.57,0.30,0.30,0.30,0.60,0.60,0.76,0.30
