Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,19,1566,13.0,8.0,3.0,9.80,5.99,3.72,12.49,5.34,0.56,0.34,0.21,0.78,0.56,0.72,0.31
Son Heung-Min,TOT,19,1639,12.0,12.0,6.0,7.36,7.36,4.21,10.96,3.04,0.40,0.40,0.23,0.64,0.64,0.60,0.17
Harry Kane,TOT,19,1665,12.0,9.0,11.0,10.78,8.50,5.41,12.53,2.77,0.58,0.46,0.29,0.88,0.75,0.68,0.15
Jamie Vardy,LEI,18,1482,11.0,5.0,5.0,12.79,7.46,2.15,9.31,0.84,0.78,0.45,0.13,0.91,0.58,0.57,0.05
Bruno Fernandes,MUN,20,1669,11.0,6.0,7.0,9.41,4.84,7.26,14.3,4.98,0.51,0.26,0.39,0.90,0.65,0.77,0.27
Dominic Calvert-Lewin,EVE,17,1504,11.0,11.0,0.0,10.69,10.69,0.57,11.1,2.63,0.64,0.64,0.03,0.67,0.67,0.66,0.16
Patrick Bamford,LEE,19,1621,10.0,9.0,2.0,10.75,9.99,1.02,12.92,2.53,0.60,0.55,0.06,0.65,0.61,0.72,0.14
Wilfried Zaha,CRY,17,1523,9.0,7.0,2.0,6.60,5.07,2.49,8.99,2.09,0.39,0.30,0.15,0.54,0.45,0.53,0.12
Callum Wilson,NEW,18,1603,8.0,4.0,4.0,9.53,6.48,2.40,9.27,0.50,0.53,0.36,0.13,0.67,0.50,0.52,0.03
Alexandre Lacazette,ARS,17,1126,8.0,7.0,1.0,8.07,7.31,1.32,10.51,2.15,0.65,0.58,0.11,0.75,0.69,0.84,0.17
Ollie Watkins,AVL,18,1620,8.0,7.0,2.0,11.05,9.53,2.85,13.38,3.59,0.61,0.53,0.16,0.77,0.69,0.74,0.20
Ilkay Gündogan,MCI,14,1043,7.0,6.0,0.0,4.07,3.31,1.43,8.47,4.90,0.35,0.29,0.12,0.47,0.41,0.73,0.42
Marcus Rashford,MUN,20,1633,7.0,7.0,5.0,6.39,6.39,1.44,10.8,4.13,0.35,0.35,0.08,0.43,0.43,0.60,0.23
Sadio Mané,LIV,19,1604,7.0,7.0,3.0,8.46,8.46,3.91,14.87,3.69,0.47,0.47,0.22,0.69,0.69,0.83,0.21
Danny Ings,SOU,14,1136,7.0,5.0,3.0,4.69,3.16,1.06,4.77,1.03,0.37,0.25,0.08,0.46,0.33,0.38,0.08
Neal Maupay,BHA,18,1317,7.0,4.0,1.0,10.14,7.10,1.76,10.46,2.31,0.69,0.49,0.12,0.81,0.61,0.72,0.16
Tomas Soucek,WHU,20,1800,7.0,7.0,0.0,5.71,5.71,0.41,7.35,3.59,0.29,0.29,0.02,0.31,0.31,0.37,0.18
Roberto Firmino,LIV,20,1629,6.0,6.0,3.0,8.49,8.49,2.48,14.4,5.18,0.47,0.47,0.14,0.61,0.61,0.80,0.29
Raheem Sterling,MCI,18,1441,6.0,6.0,4.0,6.48,5.72,3.58,14.36,8.31,0.40,0.36,0.22,0.63,0.58,0.90,0.52
Jack Grealish,AVL,18,1620,6.0,6.0,8.0,4.92,4.92,7.87,14.81,5.63,0.27,0.27,0.44,0.71,0.71,0.82,0.31
Tammy Abraham,CHE,17,897,6.0,6.0,1.0,5.38,5.38,0.72,7.18,2.11,0.54,0.54,0.07,0.61,0.61,0.72,0.21
Harvey Barnes,LEI,19,1462,6.0,6.0,3.0,4.93,4.93,0.82,5.91,1.15,0.30,0.30,0.05,0.35,0.35,0.36,0.07
James Maddison,LEI,18,1217,6.0,6.0,2.0,2.11,2.11,2.06,5.14,2.62,0.16,0.16,0.15,0.31,0.31,0.38,0.19
Pierre-Emerick Aubameyang,ARS,17,1516,5.0,4.0,1.0,5.47,4.71,1.50,9.36,3.35,0.32,0.28,0.09,0.41,0.37,0.56,0.20
Michail Antonio,WHU,12,839,5.0,5.0,1.0,6.14,6.14,1.46,8.37,1.22,0.66,0.66,0.16,0.82,0.82,0.90,0.13
Riyad Mahrez,MCI,14,946,5.0,5.0,2.0,3.69,3.69,4.13,10.47,3.92,0.35,0.35,0.39,0.74,0.74,1.00,0.37
Jarrod Bowen,WHU,20,1574,5.0,5.0,3.0,4.54,4.54,2.43,8.09,2.58,0.26,0.26,0.14,0.40,0.40,0.46,0.15
Anwar El Ghazi,AVL,12,516,5.0,3.0,0.0,4.59,3.07,0.87,3.63,1.07,0.80,0.54,0.15,0.95,0.69,0.63,0.19
Youri Tielemans,LEI,20,1742,5.0,3.0,2.0,3.14,1.62,0.89,6.79,4.76,0.16,0.08,0.05,0.21,0.13,0.35,0.25
Diogo Jota,LIV,9,496,5.0,5.0,0.0,2.63,2.63,1.44,5.12,1.65,0.48,0.48,0.26,0.74,0.74,0.93,0.30
Bukayo Saka,ARS,18,1512,5.0,5.0,2.0,5.11,5.11,3.17,11.74,4.83,0.30,0.30,0.19,0.49,0.49,0.70,0.29
David McGoldrick,SHU,18,1189,5.0,5.0,1.0,3.68,3.68,0.79,5.74,2.58,0.28,0.28,0.06,0.34,0.34,0.43,0.20
Timo Werner,CHE,19,1400,4.0,4.0,4.0,7.16,7.16,2.93,10.25,2.56,0.46,0.46,0.19,0.65,0.65,0.66,0.16
Bertrand Traoré,AVL,16,849,4.0,4.0,2.0,2.76,2.76,1.78,3.73,0.65,0.29,0.29,0.19,0.48,0.48,0.40,0.07
James Ward-Prowse,SOU,19,1710,4.0,4.0,5.0,1.25,1.25,1.88,4.62,3.82,0.07,0.07,0.10,0.17,0.17,0.24,0.20
Kurt Zouma,CHE,15,1350,4.0,4.0,0.0,1.50,1.50,0.06,2.55,2.54,0.10,0.10,0.00,0.10,0.10,0.17,0.17
James Rodríguez,EVE,13,1060,4.0,4.0,3.0,2.28,2.28,4.06,8.6,5.27,0.19,0.19,0.34,0.54,0.54,0.73,0.45
Edinson Cavani,MUN,13,516,4.0,4.0,2.0,4.24,4.24,1.09,5.81,1.49,0.74,0.74,0.19,0.93,0.93,1.01,0.26
Raúl Jiménez,WOL,10,824,4.0,4.0,0.0,2.36,2.36,0.63,3.68,1.23,0.26,0.26,0.07,0.33,0.33,0.40,0.13
Chris Wood,BUR,19,1635,4.0,4.0,0.0,6.31,6.31,0.99,7.46,0.94,0.35,0.35,0.05,0.40,0.40,0.41,0.05
Phil Foden,MCI,15,846,4.0,4.0,2.0,3.31,3.31,2.12,7.55,2.83,0.35,0.35,0.23,0.58,0.58,0.80,0.30
Pedro Neto,WOL,20,1640,4.0,4.0,3.0,3.28,3.28,3.24,7.6,2.77,0.18,0.18,0.18,0.36,0.36,0.42,0.15
