Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Harry Kane,TOT,28,2467,19.0,15.0,13.0,17.56,14.52,6.74,20.08,3.60,0.64,0.53,0.25,0.89,0.78,0.73,0.13
Mohamed Salah,LIV,29,2439,18.0,12.0,3.0,15.13,10.56,4.49,20.65,8.24,0.56,0.39,0.17,0.72,0.56,0.76,0.30
Bruno Fernandes,MUN,30,2569,16.0,8.0,11.0,13.42,6.56,10.05,20.75,8.33,0.47,0.23,0.35,0.82,0.58,0.73,0.29
Patrick Bamford,LEE,30,2525,14.0,13.0,6.0,14.84,14.08,3.38,20.09,3.66,0.53,0.50,0.12,0.65,0.62,0.72,0.13
Dominic Calvert-Lewin,EVE,26,2248,14.0,14.0,0.0,15.76,15.76,0.96,16.3,3.88,0.63,0.63,0.04,0.67,0.67,0.65,0.16
Son Heung-Min,TOT,29,2419,13.0,13.0,9.0,8.79,8.79,7.84,17.33,5.48,0.33,0.33,0.29,0.62,0.62,0.64,0.20
Ilkay Gündogan,MCI,23,1750,12.0,11.0,1.0,8.61,7.08,3.25,17.02,8.81,0.44,0.36,0.17,0.61,0.53,0.88,0.45
Jamie Vardy,LEI,26,2140,12.0,6.0,7.0,16.00,10.68,4.17,14.89,1.30,0.67,0.45,0.18,0.85,0.62,0.63,0.05
Alexandre Lacazette,ARS,26,1728,11.0,8.0,2.0,10.99,8.71,1.69,12.91,2.85,0.57,0.45,0.09,0.66,0.54,0.67,0.15
Ollie Watkins,AVL,29,2610,11.0,10.0,3.0,13.67,12.15,3.99,17.45,4.47,0.47,0.42,0.14,0.61,0.56,0.60,0.15
Callum Wilson,NEW,21,1818,10.0,6.0,5.0,11.65,8.60,2.44,11.3,0.65,0.58,0.43,0.12,0.70,0.55,0.56,0.03
Marcus Rashford,MUN,30,2464,10.0,10.0,7.0,8.66,8.66,3.00,17.02,7.46,0.32,0.32,0.11,0.43,0.43,0.62,0.27
Pierre-Emerick Aubameyang,ARS,25,2004,9.0,7.0,1.0,8.65,7.13,1.72,12.43,3.78,0.39,0.32,0.08,0.47,0.40,0.56,0.17
Wilfried Zaha,CRY,22,1895,9.0,7.0,2.0,7.47,5.95,2.76,10.37,2.35,0.35,0.28,0.13,0.49,0.41,0.49,0.11
Raheem Sterling,MCI,26,2089,9.0,9.0,6.0,10.34,9.58,5.70,21.57,10.34,0.45,0.41,0.25,0.69,0.66,0.93,0.45
Riyad Mahrez,MCI,24,1714,9.0,9.0,4.0,5.78,5.78,5.37,17.4,7.99,0.30,0.30,0.28,0.59,0.59,0.91,0.42
Danny Ings,SOU,23,1787,9.0,7.0,4.0,7.21,5.69,2.23,8.96,1.75,0.36,0.29,0.11,0.48,0.40,0.45,0.09
Harvey Barnes,LEI,25,1954,9.0,9.0,4.0,6.70,6.70,1.77,8.89,1.59,0.31,0.31,0.08,0.39,0.39,0.41,0.07
Tomas Soucek,WHU,30,2700,9.0,9.0,0.0,7.43,7.43,1.53,12.53,6.23,0.25,0.25,0.05,0.30,0.30,0.42,0.21
Neal Maupay,BHA,28,2154,8.0,5.0,2.0,11.63,8.58,4.02,14.54,3.05,0.49,0.36,0.17,0.65,0.53,0.61,0.13
Gabriel Jesus,MCI,22,1559,8.0,8.0,3.0,8.28,8.28,2.63,14.43,4.51,0.48,0.48,0.15,0.63,0.63,0.83,0.26
James Maddison,LEI,24,1659,8.0,8.0,5.0,3.08,3.08,3.96,8.43,4.47,0.17,0.17,0.21,0.38,0.38,0.46,0.24
Diogo Jota,LIV,13,723,8.0,8.0,0.0,3.56,3.56,1.51,6.38,2.04,0.44,0.44,0.19,0.63,0.63,0.79,0.25
Michail Antonio,WHU,21,1563,7.0,7.0,5.0,11.67,11.67,2.84,16.12,2.14,0.67,0.67,0.16,0.84,0.84,0.93,0.12
Sadio Mané,LIV,27,2261,7.0,7.0,5.0,10.73,10.73,5.86,18.71,4.55,0.43,0.43,0.23,0.66,0.66,0.74,0.18
James Ward-Prowse,SOU,30,2700,7.0,5.0,5.0,3.50,1.98,2.77,8.42,7.41,0.12,0.07,0.09,0.21,0.16,0.28,0.25
Jarrod Bowen,WHU,30,2110,7.0,7.0,3.0,6.21,6.21,3.40,10.43,2.67,0.26,0.26,0.15,0.41,0.41,0.44,0.11
Chris Wood,BUR,25,2073,7.0,6.0,1.0,8.87,8.11,1.04,9.48,1.10,0.39,0.35,0.05,0.43,0.40,0.41,0.05
Matheus Pereira,WBA,26,1979,7.0,5.0,5.0,4.54,3.02,4.53,7.32,2.29,0.21,0.14,0.21,0.41,0.34,0.33,0.10
Che Adams,SOU,29,2187,7.0,7.0,4.0,8.78,8.78,4.07,11.06,1.47,0.36,0.36,0.17,0.53,0.53,0.46,0.06
Jack Harrison,LEE,29,2262,7.0,7.0,5.0,5.37,5.37,5.65,15.81,6.11,0.21,0.21,0.22,0.44,0.44,0.63,0.24
Roberto Firmino,LIV,28,2260,6.0,6.0,5.0,10.54,10.54,3.61,19.37,7.86,0.42,0.42,0.14,0.56,0.56,0.77,0.31
Jesse Lingard,WHU,8,714,6.0,6.0,3.0,3.44,2.68,1.64,4.26,1.31,0.43,0.34,0.21,0.64,0.54,0.54,0.17
Kelechi Iheanacho,LEI,17,794,6.0,6.0,0.0,5.04,4.27,1.95,7.16,1.32,0.57,0.48,0.22,0.79,0.71,0.81,0.15
Jack Grealish,AVL,22,1980,6.0,6.0,10.0,5.12,5.12,8.95,16.68,6.45,0.23,0.23,0.41,0.64,0.64,0.76,0.29
Tammy Abraham,CHE,20,1012,6.0,6.0,1.0,5.49,5.49,0.72,7.18,2.11,0.49,0.49,0.06,0.55,0.55,0.64,0.19
Jorginho,CHE,21,1519,6.0,0.0,1.0,6.21,0.12,0.88,7.47,7.13,0.37,0.01,0.05,0.42,0.06,0.44,0.42
James Rodríguez,EVE,19,1455,6.0,6.0,4.0,2.65,2.65,4.84,10.69,6.69,0.16,0.16,0.30,0.46,0.46,0.66,0.41
Edinson Cavani,MUN,19,994,6.0,6.0,2.0,6.47,6.47,1.64,8.8,1.97,0.59,0.59,0.15,0.73,0.73,0.80,0.18
Anwar El Ghazi,AVL,19,975,6.0,4.0,0.0,5.81,4.28,1.42,5.11,1.72,0.54,0.40,0.13,0.67,0.53,0.47,0.16
Youri Tielemans,LEI,30,2639,6.0,4.0,3.0,3.61,2.09,2.08,13.68,10.37,0.12,0.07,0.07,0.19,0.14,0.47,0.35
Richarlison,EVE,25,2087,6.0,5.0,3.0,8.73,7.97,2.87,13.08,4.39,0.38,0.34,0.12,0.50,0.47,0.56,0.19
Phil Foden,MCI,23,1340,6.0,6.0,5.0,4.50,4.50,4.55,11.0,4.12,0.30,0.30,0.31,0.61,0.61,0.74,0.28
