Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,24,19,3.0,2.0,57.0,14,60,55.81,52.0,15.64,14.88,+37.12,8.79,21.32,293,87,56.60
2,LIV,23,15,6.0,2.0,60.0,19,51,59.21,56.06,21.84,21.84,+34.22,7.78,21.99,274,110,52.15
3,CHE,24,13,8.0,3.0,48.0,18,47,42.87,37.54,22.63,19.59,+17.96,9.35,14.26,234,115,44.82
4,WHU,24,12,4.0,8.0,42.0,31,40,38.29,34.33,32.54,31.02,+3.31,11.77,12.37,151,161,37.48
5,ARS,22,12,3.0,7.0,34.0,25,39,35.65,32.49,30.20,27.91,+4.58,13.43,12.86,174,141,36.50
6,MUN,23,11,6.0,6.0,37.0,31,39,35.41,33.13,34.00,31.72,+1.41,12.08,12.16,173,135,33.93
7,TOT,21,11,3.0,7.0,28.0,27,36,34.52,32.99,26.44,25.68,+7.31,11.74,10.91,151,139,34.50
8,WOL,22,10,4.0,8.0,19.0,17,34,23.23,22.46,28.24,25.19,-2.73,14.85,10.22,98,162,27.31
9,BHA,22,6,12.0,4.0,23.0,23,30,26.76,23.71,25.85,23.57,+0.14,8.99,14.65,174,141,30.97
10,SOU,23,6,10.0,7.0,29.0,36,28,27.74,25.46,35.66,34.13,-8.67,9.87,8.94,121,156,27.33
11,AVL,22,8,3.0,11.0,31.0,35,27,23.25,21.72,33.27,29.35,-7.63,12.69,8.23,143,154,24.19
12,LEI,21,7,5.0,9.0,34.0,39,26,28.98,28.21,40.10,35.43,-7.21,13.39,10.20,145,178,22.66
13,CRY,23,5,10.0,8.0,32.0,35,25,31.29,28.24,27.13,24.09,+4.15,11.41,9.86,139,158,35.10
14,BRE,24,6,5.0,13.0,26.0,40,23,29.26,26.98,31.79,30.27,-3.29,10.59,9.87,134,148,32.57
15,LEE,22,5,8.0,9.0,27.0,43,23,30.17,27.13,38.98,36.69,-9.56,7.74,11.72,138,150,27.10
16,EVE,21,5,4.0,12.0,25.0,38,19,26.07,23.03,33.39,32.63,-9.60,12.50,8.17,103,145,25.14
17,NEW,22,3,9.0,10.0,24.0,44,18,22.72,21.96,41.37,36.64,-14.69,14.28,7.47,92,183,19.17
18,NOR,23,4,5.0,14.0,14.0,46,17,18.10,16.58,41.59,36.26,-19.68,13.78,9.38,108,196,17.28
19,WAT,22,4,3.0,15.0,23.0,41,15,23.55,22.02,39.18,36.14,-14.11,12.90,7.82,102,204,20.93
20,BUR,20,1,11.0,8.0,17.0,28,14,19.11,19.11,32.15,32.15,-13.03,12.84,9.70,96,180,17.86
