Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,35,25,5,5.0,72.0,26,80,72.28,65.43,26.13,20.8,44.63,10.23,20.63,382.0,131.0,78.86
2,MUN,36,20,10,6.0,70.0,42,70,60.20,52.59,40.34,37.3,15.29,10.69,12.66,327.0,179.0,61.86
3,LEI,36,20,6,10.0,65.0,44,66,56.14,48.53,42.35,40.07,8.46,9.93,13.75,230.0,192.0,58.19
4,CHE,36,18,10,8.0,55.0,33,64,62.36,55.51,29.09,26.81,28.7,9.34,16.67,307.0,169.0,71.99
5,LIV,35,17,9,9.0,61.0,41,60,65.19,60.63,44.55,38.46,22.16,9.28,18.81,408.0,129.0,61.80
6,WHU,35,17,7,11.0,55.0,45,58,52.86,50.42,46.48,42.67,7.74,16.54,11.2,151.0,260.0,52.40
7,TOT,35,16,8,11.0,61.0,41,56,50.79,46.99,48.00,41.91,5.08,11.27,11.43,169.0,276.0,49.25
8,EVE,35,16,8,11.0,46.0,42,56,46.25,43.20,45.62,42.58,0.62,14.26,11.86,188.0,255.0,47.51
9,ARS,36,16,7,13.0,50.0,38,55,49.68,45.11,42.04,39.76,5.36,13.62,16.22,272.0,193.0,54.79
10,LEE,35,15,5,15.0,53.0,53,50,53.33,51.05,59.28,52.27,-1.22,7.19,12.44,280.0,254.0,46.11
11,AVL,35,14,7,14.0,49.0,41,49,52.87,49.06,46.97,42.41,6.66,10.78,9.43,246.0,273.0,51.16
12,WOL,35,12,9,14.0,35.0,47,45,36.56,33.52,46.33,41.0,-7.49,14.46,11.26,128.0,253.0,42.73
13,CRY,35,11,8,16.0,37.0,59,41,31.56,28.52,56.68,53.63,-25.11,16.47,7.62,185.0,235.0,34.87
14,SOU,35,11,7,17.0,44.0,62,40,40.33,35.77,54.11,47.26,-11.49,9.8,10.49,197.0,258.0,39.76
15,BUR,35,10,9,16.0,33.0,47,39,35.32,33.04,54.05,51.76,-18.73,13.33,9.61,199.0,306.0,35.33
16,NEW,35,10,9,16.0,40.0,58,39,38.35,35.30,56.68,52.87,-17.56,17.27,8.27,130.0,299.0,36.62
17,BHA,35,8,13,14.0,36.0,41,37,51.47,44.62,36.14,30.81,13.81,10.16,13.26,283.0,184.0,58.64
18,FUL,35,5,12,18.0,25.0,47,27,38.32,33.75,52.82,48.25,-14.5,12.38,10.0,209.0,211.0,39.82
19,WBA,35,5,11,19.0,32.0,68,26,31.70,28.66,65.90,59.05,-30.39,16.1,8.2,147.0,305.0,28.29
20,SHU,35,5,2,28.0,18.0,62,17,30.47,27.42,62.48,59.43,-32.01,14.17,11.48,184.0,260.0,26.69
