Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Harry Kane,TOT,30,2647,21.0,17.0,13.0,18.77,15.72,6.91,21.93,4.16,0.64,0.53,0.24,0.87,0.77,0.75,0.14
Mohamed Salah,LIV,32,2637,20.0,14.0,3.0,17.14,12.57,4.87,23.18,8.59,0.58,0.43,0.17,0.75,0.60,0.79,0.29
Bruno Fernandes,MUN,33,2839,16.0,8.0,11.0,14.31,7.46,10.93,24.82,10.92,0.45,0.24,0.35,0.80,0.58,0.79,0.35
Son Heung-Min,TOT,32,2689,15.0,14.0,9.0,10.28,9.52,8.37,18.4,5.92,0.34,0.32,0.28,0.62,0.60,0.62,0.20
Patrick Bamford,LEE,33,2752,14.0,13.0,7.0,15.82,15.05,3.55,20.99,3.76,0.52,0.49,0.12,0.63,0.61,0.69,0.12
Dominic Calvert-Lewin,EVE,27,2338,14.0,14.0,0.0,15.91,15.91,0.96,16.47,3.90,0.61,0.61,0.04,0.65,0.65,0.63,0.15
Jamie Vardy,LEI,29,2407,13.0,7.0,8.0,17.17,11.84,4.88,16.69,2.21,0.64,0.44,0.18,0.82,0.63,0.62,0.08
Alexandre Lacazette,ARS,28,1889,13.0,10.0,2.0,12.03,9.75,2.21,14.36,2.94,0.57,0.46,0.11,0.68,0.57,0.68,0.14
Ilkay Gündogan,MCI,25,1866,12.0,11.0,1.0,8.73,7.21,3.53,17.99,9.71,0.42,0.35,0.17,0.59,0.52,0.87,0.47
Ollie Watkins,AVL,32,2880,12.0,11.0,4.0,14.26,12.74,4.62,18.81,4.75,0.45,0.40,0.14,0.59,0.54,0.59,0.15
Callum Wilson,NEW,24,1899,10.0,6.0,5.0,12.11,9.07,2.44,12.17,1.05,0.57,0.43,0.12,0.69,0.55,0.58,0.05
Wilfried Zaha,CRY,24,2075,10.0,8.0,2.0,8.03,6.51,2.81,11.58,3.00,0.35,0.28,0.12,0.47,0.40,0.50,0.13
Marcus Rashford,MUN,33,2711,10.0,10.0,8.0,9.08,9.08,3.51,19.05,8.59,0.30,0.30,0.12,0.42,0.42,0.63,0.29
Kelechi Iheanacho,LEI,20,1064,10.0,10.0,1.0,7.34,6.57,2.71,10.5,1.83,0.62,0.56,0.23,0.85,0.79,0.89,0.15
Danny Ings,SOU,25,1935,10.0,8.0,4.0,7.48,5.96,2.25,9.23,1.98,0.35,0.28,0.10,0.45,0.38,0.43,0.09
Chris Wood,BUR,28,2343,10.0,9.0,3.0,10.98,10.22,1.82,12.54,2.13,0.42,0.39,0.07,0.49,0.46,0.48,0.08
Pierre-Emerick Aubameyang,ARS,25,2004,9.0,7.0,1.0,8.65,7.13,1.72,12.43,3.78,0.39,0.32,0.08,0.47,0.40,0.56,0.17
Jesse Lingard,WHU,11,984,9.0,8.0,3.0,4.84,3.32,1.67,5.8,2.27,0.44,0.30,0.15,0.60,0.46,0.53,0.21
Raheem Sterling,MCI,27,2179,9.0,9.0,6.0,10.64,9.88,5.77,21.99,10.45,0.44,0.41,0.24,0.68,0.65,0.91,0.43
Riyad Mahrez,MCI,25,1804,9.0,9.0,4.0,6.03,6.03,5.40,18.03,8.47,0.30,0.30,0.27,0.57,0.57,0.90,0.42
Harvey Barnes,LEI,25,1954,9.0,9.0,4.0,6.70,6.70,1.77,8.89,1.59,0.31,0.31,0.08,0.39,0.39,0.41,0.07
Matheus Pereira,WBA,29,2234,9.0,5.0,5.0,6.38,3.34,5.26,8.27,2.53,0.26,0.13,0.21,0.47,0.35,0.33,0.10
Tomas Soucek,WHU,33,2970,9.0,9.0,1.0,7.48,7.48,2.05,13.2,6.37,0.23,0.23,0.06,0.29,0.29,0.40,0.19
