Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Mohamed Salah,LIV,14,1260,13.0,12.0,8.0,10.73,9.97,5.01,18.17,6.76,0.77,0.71,0.36,1.12,1.07,1.30,0.48
Jamie Vardy,LEI,14,1213,9.0,9.0,1.0,5.91,5.91,0.86,7.21,1.26,0.44,0.44,0.06,0.50,0.50,0.53,0.09
Diogo Jota,LIV,13,946,8.0,8.0,1.0,7.83,7.83,3.24,14.59,4.52,0.74,0.74,0.31,1.05,1.05,1.39,0.43
Sadio Mané,LIV,14,1178,7.0,7.0,1.0,7.90,7.90,2.38,15.06,6.45,0.60,0.60,0.18,0.78,0.78,1.15,0.49
Michail Antonio,WHU,13,1170,6.0,6.0,3.0,6.67,5.91,3.22,10.25,2.90,0.51,0.45,0.25,0.76,0.70,0.79,0.22
Cristiano Ronaldo,MUN,11,850,6.0,5.0,2.0,6.40,5.64,1.44,8.11,1.82,0.68,0.60,0.15,0.83,0.75,0.86,0.19
Raphinha,LEE,12,1008,6.0,5.0,0.0,2.97,2.21,2.03,5.2,2.58,0.27,0.20,0.18,0.45,0.38,0.46,0.23
Emmanuel Dennis,WAT,13,1004,6.0,6.0,5.0,2.86,2.86,2.22,5.69,1.41,0.26,0.26,0.20,0.46,0.46,0.51,0.13
Son Heung-Min,TOT,12,1061,5.0,5.0,1.0,4.25,4.25,1.05,6.13,1.96,0.36,0.36,0.09,0.45,0.45,0.52,0.17
Joshua King,WAT,12,908,5.0,4.0,2.0,5.67,4.91,1.93,6.22,0.65,0.56,0.49,0.19,0.75,0.68,0.62,0.06
Callum Wilson,NEW,10,872,5.0,4.0,0.0,4.69,3.93,0.32,3.08,0.13,0.48,0.41,0.03,0.52,0.44,0.32,0.01
Bruno Fernandes,MUN,14,1221,5.0,5.0,3.0,2.74,1.98,4.02,9.28,4.71,0.20,0.15,0.30,0.50,0.44,0.68,0.35
