Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,6,535,8.0,7.0,1.0,8.58,7.06,1.13,7.64,0.73,1.44,1.19,0.19,1.63,1.38,1.29,0.12
Son Heung-Min,TOT,6,509,5.0,5.0,0.0,2.53,2.53,1.77,5.61,2.05,0.45,0.45,0.31,0.76,0.76,0.99,0.36
Callum Wilson,NEW,6,242,4.0,3.0,0.0,4.15,3.39,0.02,3.51,0.24,1.54,1.26,0.01,1.55,1.27,1.31,0.09
Jarrod Bowen,WHU,6,540,4.0,4.0,1.0,2.59,2.59,0.81,3.11,1.23,0.43,0.43,0.13,0.57,0.57,0.52,0.21
Odsonne Edouard,CRY,6,522,4.0,4.0,0.0,3.34,3.34,0.27,3.16,0.41,0.58,0.58,0.05,0.62,0.62,0.55,0.07
Bryan Mbeumo,BRE,6,540,4.0,2.0,0.0,4.03,2.51,0.50,3.62,1.17,0.67,0.42,0.08,0.76,0.50,0.60,0.19
Evan Ferguson,BHA,6,256,4.0,4.0,0.0,2.33,2.33,0.19,3.3,0.90,0.82,0.82,0.07,0.89,0.89,1.16,0.32
Mohamed Salah,LIV,6,534,3.0,2.0,4.0,4.12,2.60,4.03,6.17,1.78,0.69,0.44,0.68,1.37,1.12,1.04,0.30
Dominic Solanke,BOU,6,540,3.0,3.0,1.0,3.14,3.14,0.25,3.34,0.22,0.52,0.52,0.04,0.57,0.57,0.56,0.04
Alexander Isak,NEW,5,314,3.0,3.0,0.0,2.33,2.33,0.04,2.56,0.72,0.67,0.67,0.01,0.68,0.68,0.73,0.21
Solly March,BHA,4,324,3.0,3.0,0.0,2.17,2.17,0.15,3.24,1.14,0.60,0.60,0.04,0.65,0.65,0.90,0.32
Bukayo Saka,ARS,6,540,3.0,1.0,2.0,3.17,1.64,1.68,3.45,1.45,0.53,0.27,0.28,0.81,0.55,0.58,0.24
Taiwo Awoniyi,NFO,6,423,3.0,3.0,2.0,2.69,2.69,0.58,2.63,0.04,0.57,0.57,0.12,0.69,0.69,0.56,0.01
Hee-Chan Hwang,WOL,6,246,3.0,3.0,0.0,0.42,0.42,0.60,0.88,0.58,0.15,0.15,0.22,0.37,0.37,0.32,0.21
Darwin Núñez,LIV,6,213,3.0,3.0,1.0,3.61,3.61,0.58,3.76,0.45,1.52,1.52,0.25,1.77,1.77,1.59,0.19
Kaoru Mitoma,BHA,6,484,3.0,3.0,3.0,2.49,2.49,2.01,7.1,3.26,0.46,0.46,0.37,0.84,0.84,1.32,0.61
Pascal Groß,BHA,5,443,2.0,2.0,0.0,0.67,0.67,1.18,5.09,4.23,0.14,0.14,0.24,0.38,0.38,1.03,0.86
Michail Antonio,WHU,6,476,2.0,2.0,0.0,1.22,1.22,0.33,2.79,1.24,0.23,0.23,0.06,0.29,0.29,0.53,0.23
Raheem Sterling,CHE,6,538,2.0,2.0,0.0,2.39,2.39,1.09,6.07,3.14,0.40,0.40,0.18,0.58,0.58,1.02,0.52
