Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Jamie Vardy,LEI,7,625,6.0,6.0,1.0,3.86,3.86,0.46,4.42,0.31,0.56,0.56,0.07,0.62,0.62,0.64,0.04
Mohamed Salah,LIV,7,630,6.0,5.0,3.0,4.85,4.09,2.27,7.9,3.99,0.69,0.58,0.32,1.02,0.91,1.13,0.57
Michail Antonio,WHU,6,540,5.0,5.0,3.0,4.86,4.10,2.09,6.89,1.71,0.81,0.68,0.35,1.16,1.03,1.15,0.29
Sadio Mané,LIV,7,630,4.0,4.0,0.0,4.51,4.51,1.12,6.98,2.43,0.64,0.64,0.16,0.80,0.80,1.00,0.35
Bruno Fernandes,MUN,7,628,4.0,4.0,1.0,2.18,1.42,2.78,4.98,1.75,0.31,0.20,0.40,0.71,0.60,0.71,0.25
Neal Maupay,BHA,7,588,4.0,3.0,0.0,2.53,1.77,0.15,2.46,0.54,0.39,0.27,0.02,0.41,0.29,0.38,0.08
Ismaila Sarr,WAT,7,630,4.0,4.0,0.0,2.22,2.22,0.66,3.39,1.14,0.32,0.32,0.09,0.41,0.41,0.48,0.16
Son Heung-Min,TOT,6,526,3.0,3.0,1.0,1.91,1.91,0.51,3.24,1.35,0.33,0.33,0.09,0.41,0.41,0.55,0.23
Romelu Lukaku,CHE,6,540,3.0,3.0,0.0,3.64,3.64,1.98,6.31,1.91,0.61,0.61,0.33,0.94,0.94,1.05,0.32
Demarai Gray,EVE,7,611,3.0,3.0,1.0,1.27,1.27,0.97,3.19,1.23,0.19,0.19,0.14,0.33,0.33,0.47,0.18
Andros Townsend,EVE,7,518,3.0,2.0,2.0,1.83,1.07,1.45,2.91,1.49,0.32,0.19,0.25,0.57,0.44,0.51,0.26
Cristiano Ronaldo,MUN,4,302,3.0,3.0,0.0,3.56,3.56,0.09,3.79,0.26,1.06,1.06,0.03,1.09,1.09,1.13,0.08
Said Benrahma,WHU,7,604,3.0,3.0,2.0,1.61,1.61,2.02,5.24,1.93,0.24,0.24,0.30,0.54,0.54,0.78,0.29
Dominic Calvert-Lewin,EVE,3,253,3.0,1.0,0.0,3.16,1.64,0.14,1.8,0.03,1.12,0.58,0.05,1.17,0.63,0.64,0.01
Diogo Jota,LIV,7,513,3.0,3.0,0.0,3.23,3.23,1.82,6.97,2.40,0.57,0.57,0.32,0.89,0.89,1.22,0.42
Mason Greenwood,MUN,7,613,3.0,3.0,0.0,1.58,1.58,0.65,2.35,0.87,0.23,0.23,0.09,0.33,0.33,0.35,0.13
Raphinha,LEE,7,593,3.0,3.0,0.0,1.56,1.56,1.35,3.47,1.44,0.24,0.24,0.20,0.44,0.44,0.53,0.22
Hee-Chan Hwang,WOL,4,246,3.0,3.0,0.0,1.75,1.75,0.58,2.88,0.90,0.64,0.64,0.21,0.85,0.85,1.05,0.33
Allan Saint-Maximin,NEW,7,630,2.0,2.0,3.0,1.57,1.57,2.57,5.48,1.38,0.22,0.22,0.37,0.59,0.59,0.78,0.20
Pierre-Emerick Aubameyang,ARS,6,432,2.0,2.0,0.0,1.32,1.32,0.42,2.08,0.53,0.28,0.28,0.09,0.36,0.36,0.43,0.11
Callum Wilson,NEW,3,247,2.0,2.0,0.0,1.95,1.95,0.03,1.94,0.02,0.71,0.71,0.01,0.72,0.72,0.71,0.01
Wilfried Zaha,CRY,7,630,2.0,0.0,1.0,1.99,0.47,1.35,3.3,1.65,0.28,0.07,0.19,0.48,0.26,0.47,0.24
Jesse Lingard,MUN,3,38,2.0,2.0,0.0,0.42,0.42,0.04,0.48,0.02,1.00,1.00,0.10,1.11,1.11,1.14,0.04
James Ward-Prowse,SOU,7,620,2.0,0.0,0.0,1.77,0.25,0.37,1.35,1.17,0.26,0.04,0.05,0.31,0.09,0.20,0.17
Danny Ings,AVL,7,603,2.0,1.0,2.0,1.19,0.43,0.16,1.28,0.97,0.18,0.06,0.02,0.20,0.09,0.19,0.14
Ivan Toney,BRE,7,630,2.0,1.0,2.0,1.88,1.12,3.12,2.98,0.50,0.27,0.16,0.45,0.71,0.61,0.43,0.07
Abdoulaye Doucouré,EVE,7,630,2.0,2.0,4.0,1.01,1.01,1.47,4.11,1.76,0.14,0.14,0.21,0.35,0.35,0.59,0.25
Pablo Fornals,WHU,7,621,2.0,2.0,1.0,1.37,1.37,1.21,4.27,1.93,0.20,0.20,0.18,0.37,0.37,0.62,0.28
Odsonne Edouard,CRY,4,190,2.0,2.0,0.0,1.09,1.09,0.13,1.31,0.09,0.52,0.52,0.06,0.58,0.58,0.62,0.04
Gabriel Jesus,MCI,7,508,2.0,2.0,4.0,1.98,1.98,1.93,4.31,1.32,0.35,0.35,0.34,0.69,0.69,0.76,0.23
Yoane Wissa,BRE,4,45,2.0,2.0,0.0,0.63,0.63,0.00,0.54,0.00,1.25,1.25,0.00,1.25,1.25,1.09,0.00
Ferrán Torres,MCI,4,308,2.0,2.0,1.0,2.51,2.51,0.02,2.43,1.18,0.73,0.73,0.01,0.74,0.74,0.71,0.34
Bryan Mbeumo,BRE,7,605,2.0,2.0,0.0,3.48,3.48,0.44,4.13,0.83,0.52,0.52,0.07,0.58,0.58,0.61,0.12
Trevoh Chalobah,CHE,4,271,2.0,2.0,0.0,0.58,0.58,0.00,1.61,1.59,0.19,0.19,0.00,0.19,0.19,0.54,0.53
Teemu Pukki,NOR,7,588,2.0,1.0,0.0,2.14,1.38,0.06,1.33,0.09,0.33,0.21,0.01,0.34,0.22,0.20,0.01
Conor Gallagher,CRY,6,523,2.0,2.0,1.0,2.86,2.86,1.58,4.02,0.64,0.49,0.49,0.27,0.76,0.76,0.69,0.11
Emmanuel Dennis,WAT,7,582,2.0,2.0,1.0,1.58,1.58,0.33,2.08,0.41,0.24,0.24,0.05,0.29,0.29,0.32,0.06
Timo Werner,CHE,6,296,1.0,1.0,1.0,2.05,2.05,0.09,2.69,0.62,0.62,0.62,0.03,0.65,0.65,0.82,0.19
