Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,5,445,7.0,6.0,1.0,7.65,6.12,1.13,6.56,0.59,1.55,1.24,0.23,1.77,1.47,1.33,0.12
Odsonne Edouard,CRY,5,432,4.0,4.0,0.0,3.34,3.34,0.27,3.16,0.41,0.70,0.70,0.06,0.75,0.75,0.66,0.08
Bryan Mbeumo,BRE,5,450,4.0,2.0,0.0,3.89,2.37,0.47,3.46,1.07,0.78,0.47,0.09,0.87,0.57,0.69,0.21
Evan Ferguson,BHA,5,207,4.0,4.0,0.0,2.31,2.31,0.07,3.26,0.88,1.01,1.01,0.03,1.04,1.04,1.42,0.38
Son Heung-Min,TOT,5,426,3.0,3.0,0.0,1.60,1.60,1.32,4.23,1.62,0.34,0.34,0.28,0.62,0.62,0.89,0.34
Callum Wilson,NEW,5,166,3.0,2.0,0.0,2.64,1.88,0.02,1.99,0.24,1.43,1.02,0.01,1.44,1.03,1.08,0.13
Jarrod Bowen,WHU,5,450,3.0,3.0,1.0,1.85,1.85,0.81,2.61,0.84,0.37,0.37,0.16,0.53,0.53,0.52,0.17
Solly March,BHA,4,324,3.0,3.0,0.0,2.17,2.17,0.15,3.24,1.14,0.60,0.60,0.04,0.65,0.65,0.90,0.32
Taiwo Awoniyi,NFO,5,343,3.0,3.0,2.0,2.41,2.41,0.53,2.31,0.04,0.63,0.63,0.14,0.77,0.77,0.61,0.01
Hee-Chan Hwang,WOL,5,195,3.0,3.0,0.0,0.42,0.42,0.60,0.88,0.58,0.19,0.19,0.28,0.47,0.47,0.41,0.27
Pascal Groß,BHA,5,443,2.0,2.0,0.0,0.67,0.67,1.18,5.09,4.23,0.14,0.14,0.24,0.38,0.38,1.03,0.86
Michail Antonio,WHU,5,398,2.0,2.0,0.0,0.91,0.91,0.33,2.38,1.14,0.20,0.20,0.08,0.28,0.28,0.54,0.26
Raheem Sterling,CHE,5,448,2.0,2.0,0.0,2.08,2.08,1.09,5.15,2.52,0.42,0.42,0.22,0.64,0.64,1.03,0.51
James Ward-Prowse,WHU,4,360,2.0,2.0,3.0,1.59,1.59,0.88,2.43,0.89,0.40,0.40,0.22,0.62,0.62,0.61,0.22
Mohamed Salah,LIV,5,444,2.0,2.0,4.0,3.12,2.36,3.08,4.96,1.32,0.63,0.48,0.62,1.26,1.10,1.01,0.27
Dominic Solanke,BOU,5,450,2.0,2.0,1.0,2.22,2.22,0.25,2.49,0.22,0.44,0.44,0.05,0.49,0.49,0.50,0.04
Rodri,MCI,5,443,2.0,2.0,1.0,1.23,1.23,1.68,5.78,4.96,0.25,0.25,0.34,0.59,0.59,1.18,1.01
Martin Odegaard,ARS,5,446,2.0,1.0,0.0,1.54,0.78,0.25,3.18,2.27,0.31,0.16,0.05,0.36,0.21,0.64,0.46
Leon Bailey,AVL,4,208,2.0,2.0,1.0,1.30,1.30,0.76,2.7,0.73,0.56,0.56,0.33,0.89,0.89,1.17,0.32
Alexander Isak,NEW,4,300,2.0,2.0,0.0,1.67,1.67,0.04,1.91,0.72,0.50,0.50,0.01,0.52,0.52,0.57,0.21
Yoane Wissa,BRE,5,434,2.0,2.0,0.0,2.25,2.25,0.10,2.42,1.11,0.47,0.47,0.02,0.49,0.49,0.50,0.23
Douglas Luiz,AVL,5,418,2.0,0.0,0.0,1.73,0.21,0.43,2.92,2.74,0.37,0.05,0.09,0.47,0.14,0.63,0.59
Eddie Nketiah,ARS,5,351,2.0,2.0,0.0,1.81,1.81,0.32,2.33,0.47,0.46,0.46,0.08,0.55,0.55,0.60,0.12
Moussa Diaby,AVL,5,419,2.0,2.0,2.0,0.93,0.93,2.70,4.37,2.61,0.20,0.20,0.58,0.78,0.78,0.94,0.56
Dejan Kulusevski,TOT,5,450,2.0,2.0,0.0,1.20,1.20,1.12,4.29,2.65,0.24,0.24,0.22,0.46,0.46,0.86,0.53
James Maddison,TOT,5,438,2.0,2.0,2.0,1.71,1.71,1.31,5.27,3.35,0.35,0.35,0.27,0.62,0.62,1.08,0.69
Cristian Romero,TOT,5,373,2.0,2.0,0.0,0.77,0.77,0.03,3.59,3.56,0.18,0.18,0.01,0.19,0.19,0.87,0.86
Bukayo Saka,ARS,5,450,2.0,1.0,2.0,2.34,1.58,1.04,3.3,1.41,0.47,0.32,0.21,0.68,0.52,0.66,0.28
Lyle Foster,BUR,4,354,2.0,2.0,1.0,1.52,1.52,0.14,1.62,0.39,0.39,0.39,0.04,0.42,0.42,0.41,0.10
João Pedro,BHA,5,248,2.0,1.0,0.0,1.92,1.16,0.93,2.46,0.59,0.70,0.42,0.34,1.04,0.76,0.89,0.21
Matthew Cash,AVL,5,450,2.0,2.0,0.0,2.35,2.35,0.10,3.03,1.21,0.47,0.47,0.02,0.49,0.49,0.61,0.24
Luis Díaz,LIV,5,317,2.0,2.0,0.0,1.74,1.74,0.89,2.99,1.84,0.49,0.49,0.25,0.75,0.75,0.85,0.52
Darwin Núñez,LIV,5,128,2.0,2.0,1.0,2.34,2.34,0.58,2.43,0.39,1.64,1.64,0.41,2.06,2.06,1.71,0.28
Julián Álvarez,MCI,5,450,2.0,2.0,3.0,2.37,2.37,1.44,5.76,3.07,0.47,0.47,0.29,0.76,0.76,1.15,0.61
Jhon Durán,AVL,4,35,2.0,2.0,0.0,0.53,0.53,0.01,0.54,0.00,1.35,1.35,0.03,1.38,1.38,1.38,0.00
Gustavo Hamer,SHU,4,354,2.0,2.0,0.0,0.26,0.26,0.71,0.56,0.17,0.07,0.07,0.18,0.25,0.25,0.14,0.04
Danny Welbeck,BHA,4,269,1.0,1.0,0.0,0.89,0.89,0.30,2.69,1.99,0.30,0.30,0.10,0.40,0.40,0.90,0.66
Marcus Rashford,MUN,5,448,1.0,1.0,1.0,2.41,2.41,0.52,4.23,1.83,0.48,0.48,0.10,0.59,0.59,0.85,0.37
Nathan Aké,MCI,4,265,1.0,1.0,0.0,0.23,0.23,0.00,1.38,1.38,0.08,0.08,0.00,0.08,0.08,0.47,0.47
Christian Eriksen,MUN,5,311,1.0,1.0,1.0,0.21,0.21,0.34,1.97,1.47,0.06,0.06,0.10,0.16,0.16,0.57,0.43
Andreas Pereira,FUL,5,338,1.0,1.0,0.0,0.02,0.02,0.71,0.55,0.37,0.01,0.01,0.19,0.20,0.20,0.15,0.10
Kurt Zouma,WHU,5,450,1.0,1.0,0.0,0.41,0.41,0.00,0.8,0.80,0.08,0.08,0.00,0.08,0.08,0.16,0.16
Bruno Fernandes,MUN,5,450,1.0,0.0,1.0,2.26,1.50,2.49,3.94,2.06,0.45,0.30,0.50,0.95,0.80,0.79,0.41
Andrew Robertson,LIV,5,450,1.0,1.0,0.0,0.49,0.49,0.36,1.99,1.42,0.10,0.10,0.07,0.17,0.17,0.40,0.28
Abdoulaye Doucouré,EVE,5,444,1.0,1.0,0.0,2.53,2.53,1.09,2.63,0.53,0.51,0.51,0.22,0.73,0.73,0.53,0.11
Raphael Varane,MUN,3,229,1.0,1.0,0.0,0.92,0.92,0.00,1.58,0.79,0.36,0.36,0.00,0.36,0.36,0.62,0.31
Casemiro,MUN,5,427,1.0,1.0,0.0,1.61,1.61,0.40,2.75,2.19,0.34,0.34,0.08,0.42,0.42,0.58,0.46
Bernardo Silva,MCI,4,277,1.0,1.0,1.0,0.46,0.46,0.89,3.56,2.70,0.15,0.15,0.29,0.44,0.44,1.16,0.88
Chris Wood,NFO,5,32,1.0,1.0,0.0,0.11,0.11,0.10,0.17,0.00,0.31,0.31,0.27,0.59,0.59,0.48,0.00
Estupiñán,BHA,4,360,1.0,1.0,2.0,0.63,0.63,2.04,4.54,3.54,0.16,0.16,0.51,0.67,0.67,1.13,0.88
Gabriel Jesus,ARS,3,32,1.0,1.0,0.0,0.68,0.68,0.02,1.12,0.47,1.91,1.91,0.06,1.97,1.97,3.14,1.33
Declan Rice,ARS,5,450,1.0,1.0,0.0,0.34,0.34,0.55,2.24,1.91,0.07,0.07,0.11,0.18,0.18,0.45,0.38
Richarlison,TOT,5,248,1.0,1.0,1.0,0.71,0.71,0.14,0.81,0.36,0.26,0.26,0.05,0.31,0.31,0.29,0.13
Joachim Andersen,CRY,5,450,1.0,1.0,0.0,0.15,0.15,0.76,2.41,2.12,0.03,0.03,0.15,0.18,0.18,0.48,0.42
Callum Hudson-Odoi,NFO,1,73,1.0,1.0,0.0,0.11,0.11,0.21,0.35,0.03,0.13,0.13,0.26,0.40,0.40,0.44,0.04
Harvey Barnes,NEW,5,158,1.0,1.0,1.0,0.74,0.74,1.11,1.95,0.70,0.42,0.42,0.63,1.06,1.06,1.11,0.40
David Brooks,BOU,5,126,1.0,1.0,0.0,1.13,1.13,0.52,1.58,0.02,0.81,0.81,0.37,1.18,1.18,1.13,0.01
Bobby Reid,FUL,5,291,1.0,1.0,0.0,1.75,1.75,0.21,1.57,0.05,0.54,0.54,0.06,0.61,0.61,0.48,0.02
Willy Boly,NFO,4,341,1.0,1.0,0.0,0.50,0.50,0.16,0.25,0.03,0.13,0.13,0.04,0.17,0.17,0.07,0.01
Diogo Jota,LIV,5,260,1.0,1.0,0.0,1.26,1.26,0.23,2.52,1.29,0.44,0.44,0.08,0.52,0.52,0.87,0.45
Axel Disasi,CHE,5,450,1.0,1.0,0.0,0.78,0.78,0.06,2.97,2.95,0.16,0.16,0.01,0.17,0.17,0.59,0.59
Naif Aguerd,WHU,4,346,1.0,1.0,0.0,0.54,0.54,0.03,0.16,0.16,0.14,0.14,0.01,0.15,0.15,0.04,0.04
Matheus Cunha,WOL,5,409,1.0,1.0,0.0,2.00,2.00,0.58,2.13,0.28,0.44,0.44,0.13,0.57,0.57,0.47,0.06
Mathias Jensen,BRE,5,397,1.0,1.0,0.0,0.17,0.17,1.13,2.39,2.00,0.04,0.04,0.26,0.29,0.29,0.54,0.45
Tim Ream,FUL,4,336,1.0,1.0,0.0,0.96,0.96,0.00,0.62,0.62,0.26,0.26,0.00,0.26,0.26,0.17,0.17
Lucas Paquetá,WHU,5,449,1.0,0.0,1.0,1.44,0.68,1.29,2.32,0.95,0.29,0.14,0.26,0.55,0.39,0.46,0.19
Carlos Vinicius,FUL,1,27,1.0,1.0,0.0,0.74,0.74,0.00,0.77,0.03,2.46,2.46,0.00,2.46,2.46,2.57,0.11
Emerson,TOT,4,93,1.0,1.0,0.0,0.03,0.03,0.00,0.42,0.39,0.03,0.03,0.00,0.03,0.03,0.41,0.38
Leandro Trossard,ARS,3,126,1.0,1.0,0.0,0.05,0.05,0.91,1.37,0.48,0.03,0.03,0.65,0.69,0.69,0.98,0.35
