Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,7,625,8.0,7.0,1.0,8.66,7.14,1.20,7.8,0.73,1.25,1.03,0.17,1.42,1.20,1.12,0.11
Son Heung-Min,TOT,7,585,6.0,6.0,0.0,3.53,3.53,1.88,6.8,2.13,0.54,0.54,0.29,0.83,0.83,1.05,0.33
Jarrod Bowen,WHU,7,630,5.0,5.0,1.0,3.85,3.85,1.26,4.25,1.23,0.55,0.55,0.18,0.73,0.73,0.61,0.18
Callum Wilson,NEW,6,242,4.0,3.0,0.0,4.15,3.39,0.02,3.51,0.24,1.54,1.26,0.01,1.55,1.27,1.31,0.09
Odsonne Edouard,CRY,6,522,4.0,4.0,0.0,3.34,3.34,0.27,3.16,0.41,0.58,0.58,0.05,0.62,0.62,0.55,0.07
Alexander Isak,NEW,6,404,4.0,3.0,0.0,4.32,3.56,0.17,4.25,1.09,0.96,0.79,0.04,1.00,0.83,0.95,0.24
Bryan Mbeumo,BRE,7,630,4.0,2.0,0.0,4.26,2.74,0.72,4.07,1.26,0.61,0.39,0.10,0.71,0.49,0.58,0.18
Bukayo Saka,ARS,7,621,4.0,2.0,2.0,4.50,2.98,1.68,4.94,1.63,0.65,0.43,0.24,0.90,0.68,0.72,0.24
Hee-Chan Hwang,WOL,7,335,4.0,4.0,0.0,1.09,1.09,0.60,1.55,0.58,0.29,0.29,0.16,0.46,0.46,0.42,0.16
Ollie Watkins,AVL,7,609,4.0,4.0,3.0,3.75,3.75,2.00,6.63,1.23,0.55,0.55,0.30,0.85,0.85,0.98,0.18
Evan Ferguson,BHA,7,307,4.0,4.0,0.0,2.33,2.33,0.19,4.01,1.62,0.68,0.68,0.06,0.74,0.74,1.18,0.47
Mohamed Salah,LIV,7,615,3.0,2.0,4.0,4.15,2.62,4.66,6.85,2.34,0.61,0.38,0.68,1.29,1.07,1.00,0.34
Dominic Solanke,BOU,7,630,3.0,3.0,1.0,3.36,3.36,0.39,3.76,0.38,0.48,0.48,0.06,0.54,0.54,0.54,0.05
Martin Odegaard,ARS,7,626,3.0,1.0,1.0,2.33,0.80,1.23,4.15,3.16,0.33,0.12,0.18,0.51,0.29,0.60,0.46
Solly March,BHA,5,391,3.0,3.0,0.0,2.58,2.58,0.15,3.96,1.45,0.59,0.59,0.03,0.63,0.63,0.91,0.33
Douglas Luiz,AVL,7,598,3.0,1.0,0.0,1.83,0.31,0.50,3.67,3.38,0.28,0.05,0.07,0.35,0.12,0.55,0.51
Taiwo Awoniyi,NFO,7,506,3.0,3.0,2.0,2.69,2.69,0.68,2.76,0.15,0.48,0.48,0.12,0.60,0.60,0.49,0.03
Darwin Núñez,LIV,6,213,3.0,3.0,1.0,3.61,3.61,0.58,3.76,0.45,1.52,1.52,0.25,1.77,1.77,1.59,0.19
Kaoru Mitoma,BHA,7,574,3.0,3.0,3.0,2.61,2.61,2.05,8.06,4.05,0.41,0.41,0.32,0.73,0.73,1.26,0.64
Julián Álvarez,MCI,7,602,3.0,3.0,3.0,2.81,2.81,1.55,6.47,3.66,0.42,0.42,0.23,0.65,0.65,0.97,0.55
