Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Oriol Romeu,21,11,BHA,SOU,0.0,4.5,MID,4.60%,2.0,28,860,1,0,4,13,0,0,0,3,0,0,3,128,204.6,105.3,69,37.8,2.0,0,0.4,6.2,2.8,328429,292632,0,0,10,1,0.23,0.23,0.29,2.8,2.55,0.02,0.02,0.03,0.05,0.05,0.29,0.26,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,1.0
McCarthy,21,11,BHA,SOU,0.0,4.6,GKP,20.60%,4.5,42,900,0,0,4,16,0,0,0,0,0,32,5,201,260.2,0.0,0,26.1,4.5,1,1.0,9.1,4.2,684998,707696,1,-1,10,0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.14,0.14,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,2.0
Walker-Peters,21,11,BHA,SOU,0.0,4.6,DEF,12.20%,3.5,35,900,0,1,4,16,0,0,0,3,0,0,4,194,188.0,69.1,72,33.0,3.5,1,0.8,7.6,3.5,581539,489478,1,-1,10,0,0.28,0.28,0.5,2.7,2.17,0.03,0.03,0.05,0.08,0.08,0.27,0.22,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,5.0
Ward-Prowse,21,11,BHA,SOU,0.0,6.1,MID,9.00%,8.2,56,900,4,2,4,16,0,0,0,2,0,0,8,236,302.4,239.9,78,62.0,8.2,3,1.3,9.2,5.6,747997,397521,1,-1,10,4,0.71,0.71,1.19,2.45,2.01,0.07,0.07,0.12,0.19,0.19,0.24,0.2,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,5.0
Adams,21,11,BHA,SOU,0.0,5.9,FWD,5.30%,5.2,50,855,3,4,4,15,0,0,0,1,0,0,7,161,213.8,158.8,297,67.0,5.2,1,0.9,8.5,5.0,439158,360794,-1,1,10,3,3.57,3.57,2.07,4.89,0.85,0.37,0.37,0.21,0.58,0.58,0.51,0.09,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,2.0
Bednarek,21,11,BHA,SOU,0.0,4.5,DEF,2.10%,4.2,39,810,1,0,4,13,0,0,0,0,0,0,3,190,197.2,15.2,91,30.3,4.2,0,0.9,8.7,3.9,75691,127749,0,0,10,1,0.3,0.3,0.04,1.8,1.76,0.03,0.03,0.0,0.04,0.04,0.2,0.19,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,2.0
Bertrand,21,11,BHA,SOU,0.0,5.0,DEF,1.00%,1.2,27,798,0,0,3,14,0,0,0,1,0,0,2,128,101.2,127.8,44,27.3,1.2,0,0.2,5.4,3.0,51576,87497,0,0,9,0,0.09,0.09,0.51,1.93,1.71,0.01,0.01,0.06,0.07,0.07,0.22,0.19,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,2.0
Vestergaard,21,11,BHA,SOU,0.0,4.7,DEF,10.30%,4.0,43,765,2,0,4,10,0,0,0,0,0,0,1,201,248.8,27.5,73,35.0,4.0,0,0.9,9.1,4.8,783266,100417,2,-2,9,2,0.5,0.5,0.61,1.39,1.39,0.06,0.06,0.07,0.13,0.13,0.16,0.16,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,9.0
Armstrong,21,11,BHA,SOU,0.0,5.5,MID,0.70%,4.8,33,690,1,2,4,9,0,0,0,0,0,0,2,113,132.8,122.1,87,34.2,4.8,1,0.9,6.0,4.1,55983,35459,0,0,8,1,0.68,0.68,0.5,2.11,1.19,0.09,0.09,0.06,0.15,0.15,0.27,0.15,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,2.0
Ings,21,11,BHA,SOU,0.0,8.3,FWD,5.60%,1.5,47,624,5,2,3,10,0,0,0,0,0,0,7,187,251.8,84.7,234,57.0,1.5,1,0.2,5.7,6.7,704744,1972441,-2,2,7,4,2.48,1.72,0.39,2.36,0.51,0.36,0.25,0.06,0.41,0.3,0.34,0.07,6,10,5,2,3,19,16,17,10.93,10.17,13.13,12.37,-2.21,9.16,11.95,57,50,12.75,16,1.4,1.6,1.0,1.482,1.178,1.111,0.807,0.371,0.9789999999999999,1.189,6.4,4.2,1.6480000000000001,8.0
